Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Duration,Status,Label,Outcome,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Meeko,11-02-IM,2,16/01/2020,A,LR,M,M,IGDB,DSM,2018-08-25,2019-11-04,2020-05-29,207 days,W,0.0,Fail,,,3.0,5.0,1.0,,,1.0,,,3,1,1,3,Very distracted and needing support and encouragement to keep walking because of it,,1,"Scent distracted and not completely grasping the stand and wait command, hence quite distracted, wanting to move around and sit alot",,2.0,Scent distracted - looking for treats in handlers hands and breaking sit to sniff around.,,1,1.0,,Once again- scent distraction causing breaks. There is a possibility of body sensitivity here with not wanting to go down completely and/or breaking the down almost immediately and needing loads of handler support. ,,2.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,2,3,4,4,3,2.0,2.0,2.0,2,2.0,5,,,,2,Staring intently - does avert attention for a few seconds but reverts back to starting at kong. Good behaviour shown - no breaks in the sit or shifting weight or moving. ,,Both,3.0,1.0,2.0,,2.0,,,2,3.0,,While he does have a look at the dog and wags tail it is very short lived and not from the beginning - he is more interested in exploring and doesnt attempt to move toward the dog. It took several times before he went back to handler because of his high scent distraction,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,2.0,,,2.0,4.0,1.0,1.0,1.0,No,,Even while at the gate and technically orientated there - he was still sniffing about. ,3.0,,,,4.0,,Sight change in posture - his head and ears slightly perk up - but very minor and almost immediate recovery,,,,,,,,,,,
Katie,11-21-IK,2,28/01/2020,B,LRxGR,F,K,IGDB,Mags,2018-08-02,2019-11-19,2020-06-08,202 days,AD,1.0,Success,,,1.0,5.0,1.0,,,1.0,,,2,3,2,2,,,1,,,2.0,,,3,3.0,,handler stays crouched down beside dog,,4.0,1,No,No,,,,No,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,4,4,3,6,3,3.0,3.0,6.0,4,5.0,6,,,,5,"jumps up for kong when being handed in, sits, downs, ",,Righ,3.0,3.0,2.0,,3.0,,,5,1.0,,handler walks towards dog and calls dog then,,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,3.0,2.0,,2.0,,,2.0,4.0,4.0,1.0,1.0,No,,,3.0,,,,5.0,,,,,,,,,,,,,
Kain,11-11-IK,2,16/01/2020,A,LRxGR,M,K,IGDB,Mags,2018-08-02,2019-11-12,2020-07-15,246 days,AD,1.0,Success,,,2.0,5.0,1.0,,,1.0,,,3,2,2,1,,,2,Started off well but broke toward the end- distracted and bored,,2.0,Handler crouched by dogs side,,4,3.0,,Handler remains crouched,,4.0,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,6,2,2,3,3,3.0,2.0,4.0,4,5.0,4,,,,5,Jumping up at handler and staring very intently,,Both,3.0,1.0,1.0,,2.0,Dog on lead still so has to keep close to and follow the handler,,4,0.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,No,,Sits on commands.,,1.0,1.0,3.0,,2.0,Quickly loses interest,,4.0,3.0,1.0,4.0,4.0,No,,Dog goes through gate,3.0,,,,6.0,,,,,,,,,,,,,
Kaiser,11-24-IK,2,28/01/2020,A,LRxGR,M,K,IGDB,Graham,2018-08-02,2019-11-20,2020-07-20,243 days,GD,2.0,Success,,,2.0,5.0,1.0,,,2.0,,,2,2,2,1,,,2,Counted the first few responses in my scorem- the ones before handler moved on to sit (and came back to stand). Sat at the end without being asked. ,,4.0,Barking and whining (but I dont know whether the whining is coming from him or the dog in the crate). Was supposed to do a stand but decided to do a sit first. ,,4,3.0,,Settles very nicely toward the end of the exercise,,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,2,2,3,5,5,2.0,2.0,4.0,4,4.0,4,,,,4,"Whining, intense stare but maintains sit",,Both,3.0,3.0,1.0,,2.0,,,5,2.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,,,,1.0,3.0,3.0,,3.0,Dog on lead. ,,4.0,2.0,3.0,,1.0,No,,,3.0,,,,4.0,,Minor suss - quick recovery,,,,,,,,,,,
Jessie,11-25-IJ,2,28/01/2020,A,LR,F,J,IGDB,Graham,2018-07-03,2019-11-20,2020-07-31,254 days,GD,2.0,Success,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,2,Lots of moving around,,1.0,,,3,2.0,,Handler remains crouched.,,4.0,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,1,2.0,2.0,4.0,2,3.0,4,,,,2,Video cut short but from what was recorded - she was interested and looking but no breaking the sit and no inappropriate behaviour at all.,,Left,2.0,1.0,1.0,,2.0,,,4,0.0,,Loses interest quickly and goes back to handler,,1.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,2.0,2.0,1.0,No,,,3.0,,,,4.0,,Very minor - almost indifferent,,,,,,,,,,,
Zander,11-28-IZ,2,28/01/2020,A,LR,M,Z,Cesecah,Rose,2018-10-19,2019-11-18,2020-03-10,113 days,W,0.0,Fail,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,4,,,2.0,Getting bored and wants to lie down,,2,3.0,,when finally in down he settles down nicely - didnt like lying on the platform as much,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,3,3,2,4,2,2.0,1.0,3.0,3,3.0,6,,,,4,Slight whine and quite restless and anxious to get the kong,,None,4.0,2.0,1.0,,2.0,,,5,0.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,2.0,,,3.0,4.0,1.0,2.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Kali,12-01-LK,2,19/02/2020,A,LRxGR,F,K,IGDB,Graham,2018-08-02,2019-12-11,2020-06-29,201 days,GD,2.0,Success,,,1.0,5.0,1.0,Whining - inaudible but I think it comes from the dog in the crate,,1.0,,,3,3,2,1,Quite distracted by dog whining in the crate,,3,,,3.0,,,3,3.0,,,,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,2,3,1,5,3,2.0,2.0,4.0,3,4.0,6,,,,4,Intent stare and trying to do obedience to get handler to give kong,,Left,3.0,3.0,1.0,,2.0,,,4,1.0,,Only moves toward the dog at the very end - but for the most of the time she sits at handlers side unsure of what to do,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,"Although not portraying any real signs of stress like whining, she stays stood the entire time and not settled.",,1.0,1.0,4.0,,2.0,,,4.0,3.0,3.0,2.0,1.0,Yes,,I would say the urination is due to stress,3.0,,,,4.0,,I wouldnt say it was strong as I dont believe she was running to the source of the noise rather the new object to look at and sniff,,,,,,,,,,,
Meg,11-22-IM,2,30/01/2020,B,LR,F,M,IGDB,Mags,2018-08-25,2019-11-19,2020-01-31,73 days,W,0.0,Fail,,,1.0,5.0,1.0,,,1.0,,,1,2,2,2,,,3,,,4.0,,,3,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,4,5,4,5,1,4.0,3.0,2.0,3,5.0,6,,,,2,sits,,Righ,3.0,1.0,2.0,,2.0,,,3,0.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Lexie,11-26-IL,2,30/01/2020,B,LR,F,L,IGDB,DSM,2018-08-17,2019-11-19,2020-07-20,244 days,AD,1.0,Success,,,1.0,5.0,1.0,,,1.0,,,1,1,1,3,,,4,,,4.0,,,3,3.0,,,,4.0,3,No,Yes,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,3,4,3,1,2,4.0,2.0,1.0,2,3.0,5,,,,2,sits,,None,3.0,3.0,2.0,,2.0,,,3,0.0,,,,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,4.0,,4.0,,,2.0,4.0,3.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Tosh,11-23-IT,2,28/01/2020,B,GR,M,T,GDBUK,Mags,2018-09-25,2019-11-19,2020-01-20,62 days,W,0.0,Fail,,,1.0,5.0,1.0,,,1.0,,,2,1,1,2,,,3,,,4.0,,,4,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,,,,4,4,3,4,1,3.0,2.0,3.0,2,2.0,5,,,,2,sits,,Left,3.0,1.0,1.0,,2.0,,,4,2.0,,dog was sitting with his back towards the other dog,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,2.0,3.0,,3.0,,,1.0,5.0,1.0,1.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Illana,11-27-II,2,30/01/2020,B,LRxGR,F,I,IGDB,DSM,2018-06-28,2019-11-18,2020-07-15,240 days,AD,1.0,Success,,,2.0,4.0,1.0,,,1.0,,,2,3,2,2,,,3,,,1.0,,,1,1.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,3,4,4,4.0,1.0,3.0,3,4.0,5,,,,2,sits,,Left,3.0,3.0,2.0,,2.0,,,3,1.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,1.0,,1.0,,,2.0,4.0,2.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Rita,09-42-LR,2,08/12/2020,B,LRx,F,R,IGDB,Graham,2019-04-19,2020-09-22,2021-03-01,160 days,AD,1.0,Success,15:20:03,00:00,1.0,5.0,1.0,,00:12,1.0,,01:21,1,2,2,3,,02:30,1,,03:28,4.0,,04:35,4,1.0,05:35,,05:47,3.0,3,No,No,06:08,,06:24,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,06:53,,07:25,2,3,3,3,2,2.0,2.0,2.0,2,2.0,4,07:49,,08:09,2,"sits, moves slightly to reposition her sit, small whine,",08:51,Left,3.0,1.0,1.0,09:07,2.0,,09:27,3,0.0,09:45,,09:58,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,No,11:02,,11:10,1.0,1.0,3.0,11:27,2.0,,11:48,3.0,3.0,1.0,1.0,1.0,No,12:58,,3.0,,13:12,13:33,4.0,13:39,,0,01:17;11:17,0,08:29,10:36,0,0,0,0,0,01:22;09:21
Toto,09-44-LT,2,08/12/2020,B,LRx,F,T,IGDB,Diana,2019-05-23,2020-09-22,2021-04-01,191 days,AD,1.0,Success,14:55:52,00:05,2.0,4.0,1.0,,01:03,,dog was beside handler,01:09,3,2,2,3,,02:29,4,,03:34,4.0,,04:35,2,3.0,05:44,,05:55,4.0,3,No,No,06:18,,06:37,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,07:05,,07:55,4,3,3,4,3,3.0,3.0,3.0,3,3.0,5,08:27,,08:51,4,sits calmly,09:34,None,3.0,1.0,1.0,09:55,2.0,,10:27,3,0.0,10:41,,10:57,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,12:04,,12:13,1.0,1.0,2.0,12:35,1.0,was on a lead,12:55,4.0,2.0,1.0,1.0,1.0,No,14:02,,3.0,,14:14,14:36,4.0,14:40,,0,07:25,0,11:47,0,0,0,0,0,0,02:30;07:57;11:31
Zita,10-41-LZ,2,17/12/2020,B,LRxGR,F,Z,GDBUK,Alison,2019-04-29,2020-10-05,2021-05-21,228 days,GD,2.0,Success,12:41:53,00:04,2.0,4.0,1.0,,01:21,1.0,handler walks towards the dog as she calls her and dog comes to meet handler,01:31,2,3,2,2,,02:22,2,,03:24,4.0,,04:24,1,1.0,05:37,,05:46,4.0,2,No,Yes,06:13,,00:00,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,00:32,video recorder had stopped,1:01,4,4,4,4,4,4.0,4.0,4.0,4,4.0,5,01:38,,02:00,4,"sits, moves, sits ","sits, moves sits again",Righ,3.0,2.0,2.0,03:00,2.0,,04:27,5,1.0,04:48,,,3.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,No,06:10,,,,,,,,no petting done ,06:40,4.0,1.0,2.0,2.0,1.0,No,07:43,,4.0,handler put dog on lead and started walking,07:49,08:17,4.0,08:24,,4,"01:01,03:22;06:23;06:51;08:22",0,"00:10;05:11-05:23;05:30-05:33;05:36-05:38;05:40-41;05:43-05:44;05:46-05:52;05:55-06:00,06:01-0",0,0,0,08:21,0,0,0:44;02:03;03:12;00:49;02:09;03:09;03:12;08:15
Tim,10-42-LT,2,17/12/2020,B,LR,M,T,GDBUK,Alison,2019-04-20,2020-10-05,2021-05-21,228 days,GD,2.0,Success,12:18:10,00:05,5.0,1.0,5.0,,01:08,,no need for a call back as dog sat beside handler,01:08,1,2,2,3,,02:14,1,,03:21,4.0,,04:21,4,3.0,05:31,,05:42,4.0,3,No,No,06:16,,06:35,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,07:00,,07:37,4,4,3,3,3,3.0,2.0,3.0,2,2.0,7,08:18,,08:35,4,"sits, moves sits goes into a down",09:14,None,3.0,2.0,2.0,09:37,2.0,dog was on lead,10:10,3,0.0,10:33,,10:47,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,11:56,,12:01,1.0,1.0,3.0,12:25,2.0,,12:43,5.0,1.0,1.0,2.0,1.0,No,13:52,,3.0,,14:07,14:35,4.0,14:40,,2,10:01,0,13:20-13:24,02:47,0,0,0,0,00:49;03:33;09:07,01:20;01:25;01:44;02:16;02:19;02:41;02:54;08:44;08:50;10:05
Rebecca,10-43-LR,2,17/10/2020,B,LRxGR,F,R,GDBUK,Alison,2019-04-15,2020-10-05,2021-05-21,228 days,GD,2.0,Success,13:32:35,00:05,4.0,5.0,1.0,,01:06,1.0,,01:11,1,2,2,3,,02:11,2,,03:13,2.0,,04:19,3,3.0,05:20,,05:31,4.0,2,No,No,05:55,,06:12,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,06:31,,07:04,4,4,2,3,3,4.0,2.0,2.0,3,2.0,6,07:421,,08:06,4,sat would look away occasionally,08:52,None,3.0,1.0,1.0,09:17,2.0,,09:46,3,0.0,10:03,,10:21,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,No,11:38,,11:47,1.0,1.0,3.0,11:48,2.0,,12:16,4.0,3.0,1.0,1.0,1.0,No,13:33,,2.0,,13:49,14:,4.0,14:32,,0,06:07;07:32,0,0,0,0,0,0,0,0,01:38;01:44;06:37;08:11;09:27;09:31;09:41;10:09;12:24;13:38
Eddie,10-45-LE,2,17/10/2020,B,LR,M,E,GDBUK,Alison,2019-03-18,2020-10-05,2021-06-11,249 days,GD,2.0,Success,13:10:32,00:05,5.0,1.0,5.0,,,,,01:07,1,1,1,4,,02:08,4,,03:14,3.0,,04:18,2,3.0,05:25,,05:36,3.0,3,No,No,06:04,,06:22,No,Yes,No,No,No,No,No,No,Yes,No,No,No,06:48,,07:19,3,4,4,2,3,4.0,3.0,2.0,2,2.0,6,08:04,,08:27,2,remains sitting,09:06,None,3.0,1.0,1.0,09:28,2.0,,09:56,3,0.0,10:09,,10:25,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,11:33,,11:35,1.0,1.0,3.0,11:59,1.0,stays standing beside handler,12:18,4.0,2.0,1.0,1.0,1.0,No,13:39,,3.0,,13:48,14:19,4.0,14:24,,0,0,0,11:22,0,0,0,0,0,0,01:40;02:56;07:33;08:19
Zodiac,04-04-LZ,2,16-07-2019,B,LR,M,Z,Private breeder,Rose,2018-04-06,2019-04-24,2019-10-25,184 days,GD,2.0,Success,14:22,00:07,2.0,4.0,1.0,,01:04,1.0,handler stood out of enclosure for the start of it ,01:11,2,2,2,2,,02:19,4,handler gave a lot of support,03:01,3.0,,03:49,4,3.0,04:47,,05:07,2.0,3,No,No,05:38,,05:54,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,06:18,,07:07,2,2,3,4,1,1.0,2.0,3.0,3,3.0,4,07:32,,08:01,4,walked around and lay down and walked around again,,None,3.0,1.0,2.0,09:43,2.0,,10:10,5,1.0,10:38,,11:06,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,12:22,,12:23,1.0,1.0,3.0,12:35,3.0,,12:51,5.0,1.0,1.0,1.0,1.0,No,14:07,,3.0,,14:18,14:40,4.0,14:55,,0,06:11;10:25,0,13:02;13:08-09;13:16-17;13:31-33,0,0,0,0,0,0,10:06
Junior,10-11-LJ,2,09/01/2020,A,LR,M,J,IGDB,Rose,2018-07-03,2019-10-07,2020-07-27,294 days,GD,2.0,Success,15:05:44,00:07,3.0,5.0,1.0,,01:13,1.0,,01:22,2,2,2,1,Scent distracted for the most part but walks well at heel with handler for most of the walk,02:23,3,"Did it in 2 attempts however, standing position changed completely in the second attempt",03:17,4.0,"No breaking of the sit, but very food obsessed and sticking nose into the treat pouch. Lots of handler support given. ",04:17,4,4.0,05:13,Lots of handler support given. ,05:21,4.0,3,No,No,06:13,,06:29,Yes,No,No,No,No,No,Yes,No,No,No,No,No,06:37,Does turn his head when handler is placing the towel (before the towel is on him) but more for handlers hands I think looking for treats. Indifferent about towel being on his back. ,07:22,3,3,3,4,2,2.0,2.0,2.0,2,3.0,6,08:06,,08:26,5,"Sitting, going down, jumps up and then lies down again. Very unsettled.",09:24,Righ,3.0,1.0,2.0,09:51,2.0,,10:07,4,0.0,10:40,Doesnt notice the dog straight away. ,10:51,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,No,11:54,,11:59,1.0,1.0,3.0,12:10,2.0,,12:22,5.0,2.0,1.0,3.0,1.0,No,13:20,,3.0,,13:37,13:54,4.0,14:08,,09:08,,,12:33; 12:42-12:55,,,,,,,00:26; 02:18: 05:34; 05:36; 05:48; 06:01; 06:05; 11:00; 11:07; 11:23; 11:57
Joy,10-12-LJ,2,18/12/2019,A,LR,F,J,IGDB,Rose,2018-07-03,2019-10-07,2020-06-08,245 days,GD,2.0,Success,12:20:37,00:05,2.0,5.0,1.0,,01:05,1.0,,01:08,3,3,2,2,,02:32,1,Sniffing alot and this caused her to break the stand alot. Didnt do the stand on the platform so perhaps confused about the exercise. ,03:55,2.0,"Distracted again by smells, needed alot of handler support to keep the sit. Was quite bored.",05:15,4,4.0,06:08,,06:16,4.0,2,No,No,06:43,Low tail ,07:18,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,07:50,,08:30,4,4,3,1,1,3.0,4.0,5.0,2,4.0,6,09:11,Doesnt notice food - handler stands close to show her and then she is quickly obsessed ,09:29,4,Looking back and forth,10:07,None,3.0,3.0,1.0,10:36,2.0,Only moved away to interact with kong on the mat. ,11:10,6,2.0,11:27,Reluctant to go back to handler - only follows when handler walks away ,12:01,1.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,No,12:58,More attention seeking behaviour than signs of stress,13:03,2.0,1.0,5.0,13:25,2.0,,,5.0,1.0,1.0,3.0,3.0,No,14:51,,3.0,,15:09 ,15:24,6.0,15:32,,,1:24; 06:58; 13:17,,12:30; 12:38; 14:30,12:37; 12:42; 14:38; 14:41,12:44-12:50,,,,05:07,06:29; 06:34; 06:44; 10:00
Minnie,12-02-LM,2,19/02/2020,A,LR,F,M,IGDB,Rose,2018-08-25,2019-12-09,2020-07-21,225 days,GD,2.0,Success,13:58:43,00:18,3.0,4.0,2.0,,01:07,1.0,,01:14,1,1,1,2,,01:57,2,No platform so perhaps confused by the exercise,02:51,4.0,,03:53,4,1.0,04:43,,04:49,4.0,4,No,Yes,05:39,,05:55,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,06:26 ,,06:57,2,3,2,4,1,3.0,2.0,4.0,2,4.0,6,07:34,,07:55,4,Sits patiently for the duration,08:39,Righ,3.0,1.0,2.0,09:14 ,2.0,,09:34,3,0.0,09:55,Cannot see - hidden behind pillar,10:05,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,11:32,,11:34,1.0,2.0,3.0,12:16,1.0,"At first she moved away from handler to explore, Handler called but she didnt go back. Handler walked up to her and tried again. ",12:20,5.0,1.0,1.0,,1.0,No,13:22,,3.0,,13:34,13:53,4.0,14:00,,00:55; 06:13; 12:26,,,12:25,,,,,,,02:08; 02:10
Vaughan,04-11-LV,2,21/06/2021,A,LR,M,V,IGDB,Rose,2019-06-11,2021-04-07,2021-08-27,142 days,AD,1.0,Success,13:21:16,00:05,3.0,4.0,2.0,,01:05 ,2.0,,01:20,1,1,1,2,,02:18,4,,03:14,3.0,,04:18,4,4.0,05:26,,05:39,4.0,4,No,No,06:12,,06:32,Yes,No,No,No,No,No,Yes,No,No,No,No,No,06:55,,07:36,5,3,4,5,1,2.0,2.0,2.0,2,2.0,5,08:29,,09:01,5,Unsettled - constantly shifting position and jumps up,09:48,Left,3.0,1.0,3.0,10:07,2.0,,10:30,3,0.0,11:05,,11:20,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,12:38,While he wasnt really settled and lying down - he modulated well enough in that he didnt display any behaviours such as whining etc. First video ends here. ,(2) 00:01,1.0,1.0,3.0,00:24,3.0,Lots of shaking - ear infection? Second video ends here. ,(3) 00:13,5.0,1.0,2.0,1.0,1.0,No,01:20,,3.0,,01:36,02:12,4.0,02:17,,09:22,01:24; 06:22; 08:17; 09:12; 11:31; 12:39; (2) 00:17; 00:27,,,,,,,04:54,,03:17; (3) 01:30; 01:58
Yani,04-12-LY,2,21/06/2021,A,LRxGR,F,Y,IGDB,Rose,2019-09-25,2021-04-07,2021-08-25,140 days,AD,1.0,Success,13:45:50,00:00:05,3.0,5.0,1.0,,01:03,1.0,,01:11,1,1,1,3,,02:19,1,Constantly sitting - refuses to stay standing. ,03:25,2.0,,04:20,2,1.0,05:26,,05:39,4.0,3,No,No,06:12,,06:34,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,06:54,,07:40,4,3,2,5,2,2.0,3.0,4.0,3,4.0,6,08:43,,09:11,4,Jumps up when handler first gets the kong. Then unsettled. Interaction recording split between first and second videos. ,(2) 00:25,None,3.0,2.0,1.0,00:50,2.0,Pushes the kong a little way away from the handler with muzzle - doesnt seem to know what to do with it too much. ,01:14,4,2.0,01:35,Explorative - doesnt go back to handler when called - more followed when he heard the crate,01:55,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,No,03:10,,03:16,1.0,1.0,3.0,03:34,2.0,,03:50,5.0,1.0,3.0,1.0,1.0,No,04:59,,3.0,,05:23,05:56,4.0,06:00,,09:07,01:00; (2) 03:14,04:58,,,(2) 04:47-04:53,,,,04:48,00:10; 02:02; (2) 02:27; 02:30; 02:33; 05:56
