Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Jazzi,09-04-LJ,1,2019-09-02,A,LR,F,J1,IGDB,2018-07-03,2019-09-04,2020-07-27,327 days,GD,Success,Success,15:41:42,0:11:15,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,4,2,3,1,5,2.0,2.0,4.0,3.0,3.0,4.0,5.0,"Edging forward, backing up and going side to side. Small jumps on all fours. Doesnt jump up at handler but still overly interested ",Both,3.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,1.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,1.0,No,4.0,3.0,1.5,2.0,1.0,1.0,3.0,9.0,2.0,8.0,1.0,1.0,3.5,0.0,0.0,2.5,24,3.25,80.0,0.75,2.75,30.0,3.5,12.0,2.5,4.0,-3.0,1.5,4.0,1.25,2.0,1.5,2.0,2.5,4.0,2.5,4.0,2.5,4.0,3.0,15.0,-1.0,4.0,64.0
Hollie,10-02-LH,1,2019-10-24,A,LRxGR,F,H1,IGDB,2018-05-11,2019-10-02,2019-11-26,55 days,W,Fail,Fail,13:57:50,0:06:23,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,2,2,4,4,2,2.0,4.0,4.0,3.0,3.0,4.0,5.0,Very enthralled and jumps out at handler twice,Righ,3.0,1.0,1.0,2.0,8.0,3.0,,,,,,,,,,,,,1.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,No,4.0,6.0,2.0,3.0,2.0,4.0,3.0,9.0,1.0,5.0,3.333333333333333,36.0,1.5,0.0,1.0,3.0,64,3.0,64.0,0.0,2.75,30.0,5.5,24.0,2.0,3.0,-2.0,,1.0,,1.0,,1.0,2.0,3.0,3.0,9.0,3.5,12.0,3.6666666666666665,40.0,-1.0,3.6666666666666665,48.0
Fergus,10-01-LF,1,2019-10-24,B,LR,M,F1,IGDB,2018-03-16,2019-10-02,2020-01-28,118 days,AD,Success,Success,15:09:44,0:12:39,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,3,3,3,4,3,3.0,3.0,4.0,3.0,3.0,4.0,2.0,"sits, then gives a nudge to the handler",Righ,3.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,No,4.0,4.0,2.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,3.0,24.0,2.5,1.1666666666666667,1.6666666666666667,3.25,108,3.25,108.0,0.0,2.25,24.0,3.5,10.0,1.5,2.0,-1.0,1.25,2.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,8.0,0.0,3.6666666666666665,48.0
Jane,10-04-LJ,1,2019-10-24,A,LR,F,J1,IGDB,2018-07-03,2019-10-02,2020-02-14,135 days,AD,Success,Success,14:44:43,0:13:32,2.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,3,2,3,5,2,2.0,2.0,3.0,2.0,2.0,4.0,2.0,Dog on lead. Anxious behaviour - lip smacking and moving head closer>> maintains sit nicely though,Left,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,1.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,No,2.0,4.0,1.5,2.0,1.0,1.0,2.0,4.0,1.0,3.0,2.333333333333333,9.0,4.0,0.0,0.0,3.25,90,2.25,24.0,-1.0,2.25,18.0,2.5,4.0,1.0,1.0,0.0,2.0,12.0,1.5,3.0,2.333333333333333,9.0,1.5,2.0,1.5,2.0,2.5,4.0,2.0,4.0,1.0,2.6666666666666665,16.0
Hayley,08-12-LH,1,2019-09-23,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-28,2019-12-04,98 days,W,Fail,Fail,13:26:55,0:16:02,2.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4,3,3,4,3,3.0,3.0,4.0,3.0,3.0,4.0,5.0,jumps at handler twice,Left,3.0,1.0,1.0,2.0,7.0,4.0,4.0,,,,,,,,,,,,1.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,No,4.0,4.0,1.5,2.0,4.0,16.0,3.0,9.0,-1.0,-7.0,2.0,6.0,3.0,2.5,3.5,3.5,144,3.25,108.0,-0.25,2.75,30.0,5.5,28.0,2.5,4.0,-3.0,4.0,4.0,,1.0,,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,16.0,-2.0,3.6666666666666665,48.0
Idris,10-14-LI,1,2019-11-06,B,LRxGR,M,I1,IGDB,2018-06-28,2019-10-17,2020-02-12,118 days,W,Fail,Fail,13:58:19,0:14:01,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,3,4,4,4,3,3.0,3.0,4.0,3.0,3.0,5.0,4.0,sits and then goes down ,Left,3.0,3.0,1.0,2.0,5.0,,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,No,5.0,4.0,2.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,2.6666666666666665,16.0,3.5,2.5,1.0,3.75,192,3.25,108.0,-0.5,2.5,24.0,5.0,5.0,1.0,1.0,,2.0,12.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,-3.0,4.0,60.0
Mac,11-01-LM,1,2019-12-18,B,LR,M,M1,IGDB,2018-08-25,2019-11-04,2020-01-03,60 days,W,Fail,Fail,15:05:53,0:14:29,1.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,5,5,5,6,3,4.0,5.0,5.0,4.0,5.0,6.0,4.0,sat,Left,3.0,1.0,2.0,2.0,6.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,No,4.0,5.0,1.0,1.0,1.0,1.0,4.5,20.0,3.5,19.0,2.6666666666666665,16.0,2.0,2.5,1.6666666666666667,5.25,750,4.25,300.0,-1.0,2.75,48.0,3.5,6.0,1.5,2.0,1.0,1.25,2.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,0.0,3.6666666666666665,48.0
July,10-03-LJ,1,2019-10-30,B,LR,F,J1,IGDB,2018-07-03,2019-10-17,2020-07-10,267 days,AD,Success,Success,14:43:59,0:13:20,1.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,4,1,5,2,3.0,2.0,3.0,3.0,5.0,5.0,5.0,"sat, jumped up a few times",Left,3.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,No,4.0,4.0,1.0,1.0,1.0,1.0,4.0,15.0,3.0,14.0,2.333333333333333,8.0,3.5,1.6666666666666667,0.1666666666666666,3.5,80,2.5,36.0,-1.0,2.75,30.0,4.0,15.0,2.5,6.0,-1.0,2.25,18.0,1.25,2.0,3.0,16.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,12.0,0.0,3.6666666666666665,48.0
Kirby,10-15-LK,1,2019-11-01,A,LRxGR,M,K1,IGDB,2018-08-02,2019-10-09,2020-07-31,296 days,AD,Success,Success,13:41:02,0:17:23,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,3,3,3,5,2,2.0,2.0,5.0,2.0,3.0,5.0,2.0,Sat and then lay down - no inappropriate behaviour at all. Stared very intently at the kong and showed a definite interest.,None,3.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,No,5.0,4.0,2.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,3.0,24.0,4.0,0.6666666666666666,1.0,3.5,135,2.75,40.0,-0.75,2.0,12.0,2.5,4.0,1.0,1.0,0.0,0.75,0.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.333333333333333,30.0,-1.0,4.0,60.0
Kacie,10-31-LK,1,2019-11-14,A,LRxGR,F,K1,IGDB,2018-08-02,2019-10-26,2020-07-10,258 days,AD,Success,Success,14:43:36,0:13:49,1.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,3,4,1,3,4,5.0,3.0,2.0,4.0,4.0,6.0,5.0,"Very restless - jumps up, backs up, whines and when she thinks shes not getting her way she explores",None,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,No,1.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,4.0,No,5.0,3.0,1.0,1.0,1.0,1.0,4.0,16.0,3.0,15.0,2.0,4.0,3.5,1.8333333333333333,2.5,2.75,36,3.5,120.0,0.75,3.5,120.0,2.5,4.0,1.0,1.0,0.0,2.5,27.0,1.75,4.0,2.6666666666666665,18.0,2.5,4.0,2.5,4.0,2.5,4.0,3.6666666666666665,40.0,-1.0,4.333333333333333,80.0
Meeko,11-02-IM,1,2019-12-18,A,LR,M,M1,IGDB,2018-08-25,2019-11-04,2020-05-29,207 days,W,Fail,Fail,14:06:42,0:14:55,3.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,3,2,4,4,4.0,2.0,3.0,2.0,2.0,6.0,2.0,Moves position and stares intensely,,,1.0,,,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,1.0,No,5.0,3.0,2.5,6.0,1.0,1.0,2.0,4.0,1.0,3.0,2.333333333333333,12.0,3.0,1.0,1.0,3.25,96,3.25,96.0,0.0,2.0,2.0,3.0,9.0,2.5,6.0,-1.0,2.0,12.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.333333333333333,5.0,-1.0,4.333333333333333,80.0
Kelvin,10-13-LK,1,2019-11-01,B,LRxGR,M,K1,IGDB,2018-08-02,2019-10-07,2020-07-02,269 days,GD,Success,Success,14:16:41,0:15:40,2.0,4.0,1.0,,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6,5,4,3,6,4.0,4.0,,4.0,5.0,6.0,4.0,"sits and breaks it to move nearer to handler, nudges handler ",Both,3.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,No,1.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,No,5.0,4.0,1.5,2.0,2.0,4.0,4.5,20.0,2.5,16.0,2.6666666666666665,16.0,3.5,2.5,3.5,4.5,360,4.666666666666667,96.0,-0.3333333333333333,2.75,36.0,4.0,12.0,2.0,2.0,,2.25,18.0,1.25,2.0,3.333333333333333,32.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,24.0,0.0,4.333333333333333,75.0
Kain,11-11-IK,1,2019-12-18,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-12,2020-07-15,246 days,AD,Success,Success,14:35:47,0:15:11,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,6,5,5,6,6,4.0,4.0,6.0,4.0,5.0,6.0,5.0,Jumps up at handler in the beginner - does modulate but I dont think he would have maintained much longer than he did. ,Left,4.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,1.0,1.0,No,5.0,3.0,1.5,2.0,1.0,1.0,4.5,20.0,3.5,19.0,3.0,27.0,3.5,1.8333333333333333,2.833333333333333,5.5,900,5.0,576.0,-0.5,3.25,80.0,4.0,16.0,3.0,8.0,-2.0,2.25,18.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,-1.0,4.0,60.0
Katie,11-21-IK,1,2019-12-12,B,LRxGR,F,K1,IGDB,2018-08-02,2019-11-19,2020-07-10,234 days,AD,Success,Success,14:38:08,0:14:19,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,4,4,4,4,3,3.0,3.0,3.0,3.0,4.0,5.0,5.0,"sits, jumps at handler, down, sits, down, sits",None,3.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,No,4.0,4.0,1.0,1.0,2.0,4.0,3.5,12.0,1.5,8.0,2.0,8.0,2.5,2.5,1.1666666666666667,4.0,256,3.0,81.0,-1.0,3.0,60.0,3.5,10.0,1.5,2.0,-1.0,1.75,8.0,1.25,2.0,1.6666666666666667,4.0,1.5,2.0,1.5,2.0,2.0,3.0,1.6666666666666667,4.0,1.0,3.0,24.0
Mara,11-12-IM,1,2019-12-18,A,LR,F,M1,IGDB,2018-08-25,2019-11-12,2020-01-03,52 days,W,Fail,Fail,13:35:03,0:15:51,3.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,4,3,2,5,2,2.0,3.0,4.0,3.0,3.0,5.0,4.0,Edges closer to the handler and sniffs the kong. ,Left,3.0,1.0,1.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,No,4.0,3.0,2.0,3.0,1.0,1.0,3.0,9.0,2.0,8.0,2.333333333333333,12.0,2.0,0.0,0.0,3.5,120,2.75,48.0,-0.75,2.5,24.0,4.0,12.0,1.5,2.0,-1.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,3.333333333333333,36.0
Kaiser,11-24-IK,1,2019-12-13,A,LRxGR,M,K1,IGDB,2018-08-02,2019-11-20,2020-07-31,254 days,GD,Success,Success,14:36:49,0:16:19,2.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,6,4,4,4,1,2.0,3.0,4.0,4.0,5.0,6.0,5.0,"Activated, lip smacking, whining, barking, attention seeking, jumping up at handler",None,4.0,3.0,3.0,3.0,7.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,No,1.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,No,2.0,4.0,2.0,4.0,2.0,4.0,4.5,20.0,2.5,16.0,1.6666666666666667,3.0,4.0,1.8333333333333333,1.1666666666666667,4.5,384,2.5,24.0,-2.0,3.75,180.0,4.5,14.0,1.5,2.0,-1.0,2.75,48.0,1.5,3.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.333333333333333,8.0,1.0,2.6666666666666665,18.0
Meg,11-22-IM,1,2019-12-12,B,LR,F,M1,IGDB,2018-08-25,2019-11-19,2020-01-31,73 days,W,Fail,Fail,13:40:24,0:17:40,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,,4.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,4,4,3,4,3,4.0,3.0,3.0,2.0,2.0,5.0,2.0,sits,None,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,No,4.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.6666666666666665,12.0,3.5,1.0,1.6666666666666667,3.75,192,3.25,108.0,-0.5,2.25,24.0,2.5,4.0,1.0,1.0,0.0,2.25,24.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,0.0,3.6666666666666665,48.0
Jessie,11-25-IJ,1,2019-12-13,A,LR,F,J1,IGDB,2018-07-03,2019-11-20,2020-08-30,284 days,GD,Success,Success,14:07:16,0:14:54,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1,3,2,4,1,2.0,2.0,2.0,2.0,3.0,3.0,2.0,Lay down after sitting staring for a while,None,3.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,No,5.0,3.0,2.5,6.0,1.0,1.0,2.5,6.0,1.5,5.0,1.3333333333333333,2.0,3.5,1.0,0.0,2.5,24,1.75,8.0,-0.75,2.0,12.0,3.5,6.0,1.0,1.0,0.0,2.25,16.0,1.75,4.0,1.6666666666666667,4.0,1.5,2.0,1.5,2.0,2.5,4.0,2.6666666666666665,12.0,-1.0,3.6666666666666665,40.0
Kali,12-01-LK,1,2020-01-09,A,LRxGR,F,K1,IGDB,2018-08-02,2020-01-11,2020-07-16,187 days,GD,Success,Success,13:09:10,0:13:35,,5.0,,1.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,4,4,4,1,1,5.0,2.0,1.0,3.0,4.0,6.0,4.0,"Would select n/a if it was here as the kong wasnt really introduced in the normal way, however, the initial reaction was high interest. ",Left,3.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,No,6.0,3.0,,1.0,2.0,4.0,3.5,12.0,1.5,8.0,3.0,16.0,3.0,1.6666666666666667,0.0,3.25,64,2.25,10.0,-1.0,2.5,24.0,3.5,10.0,1.5,2.0,-1.0,2.25,16.0,1.25,2.0,2.333333333333333,9.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,24.0,-1.0,4.0,54.0
Illana,11-27-II,1,2019-12-18,B,LRxGR,F,I1,IGDB,2018-06-28,2019-11-18,2020-07-15,240 days,AD,Success,Success,13:08:40,0:18:56,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,6,5,4,6,6,,,5.0,3.0,5.0,5.0,2.0,sits,,3.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,No,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,No,3.0,3.0,1.0,1.0,2.0,4.0,4.0,15.0,2.0,11.0,1.6666666666666667,3.0,3.0,2.5,1.6666666666666667,5.25,720,5.5,30.0,-0.5,2.0,12.0,4.0,15.0,2.0,3.0,-2.0,1.75,8.0,2.0,9.0,1.0,1.0,2.0,4.0,1.5,2.0,2.0,3.0,1.6666666666666667,3.0,1.0,2.6666666666666665,18.0
Kyle,12-11-LK,1,2020-01-29,B,LRxGR,M,K1,IGDB,2018-08-02,2020-01-09,2020-10-09,274 days,GD,Success,Success,13:19:22,0:14:00,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,4,4,3,5,3,3.0,3.0,,3.0,4.0,5.0,2.0,sits,None,2.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,No,4.0,3.0,1.0,1.0,1.0,1.0,3.5,12.0,2.5,11.0,2.333333333333333,9.0,3.5,0.5,3.5,4.0,240,3.0,27.0,-0.6666666666666666,2.0,12.0,4.5,18.0,2.0,3.0,-2.0,1.5,4.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,4.0,0.0,3.6666666666666665,48.0
Niamh,01-04-LN,1,2020-01-29,B,LRxGR,F,N1,IGDB,2018-12-23,2020-01-09,2020-10-16,281 days,GD,Success,Success,14:41:40,0:13:49,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2,3,3,4,1,3.0,3.0,4.0,3.0,3.0,5.0,2.0,"activated initially, sits for awhile and then walks away after a while",None,3.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,No,1.0,1.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,No,5.0,4.0,2.0,4.0,2.5,6.0,3.0,9.0,0.5,3.0,2.0,6.0,4.0,2.5,2.5,3.0,72,2.75,36.0,-0.25,2.0,12.0,3.5,10.0,2.0,4.0,0.0,3.0,72.0,2.25,12.0,3.0,16.0,2.0,3.0,2.0,3.0,2.5,4.0,2.0,6.0,-2.0,4.0,60.0
Mandy,01-02-LM,1,2020-01-30,B,LR,F,M1,IGDB,2018-08-25,2020-01-06,2020-07-20,196 days,AD,Success,Success,13:02:36,0:15:17,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,2,2,2,4,2,2.0,2.0,4.0,3.0,3.0,4.0,2.0,sitting,Righ,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,2.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,No,5.0,4.0,2.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,2.0,4.0,3.0,1.0,1.0,2.5,32,2.5,32.0,0.0,2.25,24.0,2.5,4.0,1.0,1.0,0.0,2.25,24.0,1.5,3.0,1.0,1.0,3.0,8.0,2.5,4.0,3.0,5.0,2.0,4.0,1.0,4.666666666666667,100.0
