Name,Code,Data Collection Number,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,Data Collection Date,End Date,Status,Timestamp,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Time (MM:SS),Noise-Confidence,Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns
Zodiac,04-04-LZ,1,Susan Turtle,LR,M,Z,prv breeder,Rose,06/04/2018,24/04/2019,20/05/2019,25/10/2019,GD,25/04/2020 11:19:46,,1,5,1,calmly explored ,,1,,,2,3,2,2,,,4,,,4,,,4,2,,"handler stayed crouched down beside dog, dog tail would wag every so often.",,3,3,No,No,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,4,4,3,4.0,3.0,4.0,3,3,5,,,,4,sits ,,,2,1,1,,2,can't see if dog uses paws due to grooming table,,7,1,,,,1,3,2,1,1,1,1,,1,1,2,No,,"could hear dog whining, hard to tell which dog",,1,1,3,,3,,,5,1,1,1,1,No,,,3,,,4,looks at it.,,,,,,,,,,
Zodiac,04-04-LZ,2,Susan Turtle,LR,M,Z,prv breeder,Rose,06/04/2018,24/04/2019,17/07/2019,25/10/2019,GD,26/04/2020 10:24:14,,1,5,1,,,1,,,2,2,2,2,,,4,,,3,,,4,4,,,,3,3,No,No,,"tried to jump up, ended up being lifted ",,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,3,4,4,1,1.0,3.0,4.0,3,3,4,,dog was very focus on food bowl on second round,,4,sits calmly with tail wagging,,None,3,2,2,,2,"dog picks kong up after awhile, walks around and returns to be near the handler",,7,,,dog had come back to handler naturally,,1,4,2,1,1,1,1,1,1,1,2,No,,,,1,1,3,,3,,,5,1,1,2,1,No,,,3,,,4,,,,,,,,,,,
Diva,04-01-LD,1,Susan Turtle,LRx,F,D,IGDB,Catherine,11/02/2018,24/04/2019,20/05/2019,13/12/2019,GD,26/04/2020 11:09:42,,2,4,1,,,1,,,2,1,1,2,,,3,,,2,,,4,3,,dog went down herself ,,3,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,5,3,4,5,5,3.0,4.0,4.0,3,3,4,,,,2,sits calmly,,None,3,1,1,,2,,,5,0,,dog follows handler when they move towards the crate,,3,1,3,5,1,3,2,3,3,3,3,No,,,,1,1,3,,2,"dog initially walks away from handler when first left out, and then interacts with handler",,4,2,2,2,1,No,,,3,"calmly interacts with handler, moves away to look at everyone else and comes back again",,4,,,,,,,,,,,
Ebbi,05-14-LE,1,Allyce,LRx,F,E,IGDB,Graham,12/03/2018,15/05/2019,13/06/2019,25/10/2019,AD,27/04/2020 11:22:07,,2,5,2,Does come back to handler every now and then but more co-incidentally. Came back to handler purposely at very end. High scenting. Occasional body shakes - portraying body sensitivity. Panting. Would say Ebbi is stressed/anxious,,1,,,3,4,4,5,"At times Ebbi walks alongside her handler however, for the most part, she is highly excited and pulling to the extent of tension that causes her to pant and wheeze. Loads of body shaking exhibited with the walk - more than the original familiarisation phase. Defecated on her walk (perhaps a full bowel would explain the stress levels and pulling). Pulling less severe and panting toned down - no more wheezing - after defecation. ",,3,Didnt use platform. Started very well - got bored mid-way and waiting for more handler input,,1,Took many attempts (even with a lure) to complete a sit. Broke sit once too (boredom and looking for handler input/further instruction) - would say she might be quite food distracted. ,,1,1,,"Would only go down down for a food lure. Then broke down and handler struggled to get her to go back. Broke it a second time, and then maintained the third down. Handler had to be sitting on floor in order to achieve. ",,3,4,No,No,,Bit of continued panting - nothing serious. But tail wagging through most of it. ,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,,First attempt - does walk around handler but wouldnt say this would be an attempt to get it off - more seeking handler input. ,,2,3,3,2,2,3.0,2.0,2.0,2,2,6,,,,2,Attention on the kong at times but at other times she is looking around the room. Not overly interested and never broke her sit,,Left,3,1,1,,2,,,4,0,,,,1,2,2,1,1,1,1,1,1,1,2,No,,Spent most of the time standing and looking back between assessor and handler. Not settled but not terribly stressed,,1,1,4,,3,,,5,1,1,1,1,No,,jumped up against gate once. ,3,,,4,"slight change in head positioning, investigated very briefly thereafter. Quick recovery",,,,,,,,,,
Ebbi,05-14-LE,2,Allyce,LRx,F,E,IGDB,Graham,12/03/2018,15/05/2019,31/07/2019,25/10/2019,AD,27/04/2020 11:54:43,,4,5,1,High scenting. Does sniff around in exploration but keeps regularly and reasonably orientated to handler - doesn't veer too far off. ,,1,,,1,1,1,2,A little bit of shaking. Handler doesnt create too wide a walking path - keeps a relatively small circle. I think perhaps if the circle was widened the dog might be slightly more distracted. ,,4,Handler touched hind-quarters resulting in a slight break of stand but I havent counted this ,,1,handler asks many times without success. Dog reverses off the platform and a few times after when the handler tries to get a sit. Once sitting Ebbi maintains.  ,,1,1,,"Very hesitant to assume down position, eventually goes down but breaks shortly after and then refuses to go down again thereafter. Either stubbornness or body sensitivity - handler mentions that she regularly struggles but that she is also quite body sensitive. Assessor suggests that they move on but handler decides to rather keep trying even attempting a new position. Ends with refusal. ",,1,3,No,No,,Dog vocalisation heard from the crated dog. ,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,Heavy dog vocalisation from the crated dog,,2,3,3,2,1,2.0,1.0,2.0,2,2,6,,,,2,Looks away every now and then but mostly has focused attention. Good behaviour though and no jumping up or broken sit once she is asked to sit. ,,Righ,3,1,1,,2,,,5,0,,"While Ebbi wasnt called and she followed willingly, handler walked up to Ebbi to gain attention and then Ebbi began following",,1,2,3,1,1,1,1,1,1,1,1,No,,Crated dog vocalisation. Did sit on her own at the end there. Although mostly sniffing / standing - did seem calm. ,,1,1,4,,3,,,5,1,1,1,1,No,,Was sniffing the corner a bit but more time orientated and perhaps displacement than exploration. ,1,,,3,,,,,,,,,,,
Esme,05-13-LE,1,Susan Turtle,LRx,F,E,IGDB,Graham,12/03/2018,15/05/2019,13/06/2019,13/12/2019,GD,27/04/2020 12:38:51,,4,2,2,,,1,dog was vey near handler,,3,3,2,3,,,3,no platform used,,4,,,4,3,,,,4,3,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,,not bothered by towel,,5,4,4,5,4,3.0,3.0,4.0,4,4,5,,,,4,"sits calmly, looks away briefly twice",,Righ,2,1,1,,1,,,4,2,,,,2,1,2,5,1,1,1,3,4,3,3,No,,,,1,1,3,,3,,,4,2,1,2,3,No,,,4,,,5,,,,,,,,,,,
Herbie,07-02-LH,1,Allyce,LRxGR,M,H,IGDB,Graham,05/11/2018,02/07/2019,29/07/2019,,GD,27/04/2020 14:30:27,,5,1,5,Whining just about constantly - even with handler right next to him. ,,,Dog right next to handler. Handler just pops on lead - doesnt call,,3,4,3,2,"Speed and tension varies alot. From falling behind to pulling ahead ,walking infront pulling to the side (distraction based). I have selected the second option as this was the more regular S&T but this was not indicative of it being regular by any means. ",,3,Posture slightly low in fore-quarters. Rotated position toward the end,,2,I dont think Herbie heard the first request. Broke and rotated during latter part of the exercise. Vocalisation heard but I tihnk it is the crated dog.,,1,1,,"A little overly activated by the test. Kept breaking commands, and rotating, with handler at times having to re-approach completely. When he did maintain the down for a while, he was sniffing and not settled. ",,4,1,No,No,,Handler remarks on body sensitivity. Vocalises (whining). Handler remarks on half a growl. When handler checked front paws Herbie back away and tried to jump off the table backward then sat down when he was stopped from jumping off. Handler and assessor agree not to continue the body check. ,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,1,3,2,6,5,2.0,1.0,6.0,3,4,6,,No car remote so car is stationary throughout the test. I tested on the stationary car. ,,5,Quite consistently lifting hind-quarters and jumps up against handler at the end,,Both,3,1,1,,2,,,3,0,,,,1,1,4,3,1,1,1,3,2,3,3,No,,,,1,2,3,,3,,,3,4,1,2,1,No,,,3,,,3,More distracted by the assessor I would say,,,,,,,,,,
Herbie,07-02-LH,2,Allyce,LRxGR,M,H,IGDB,Graham,05/11/2018,02/07/2019,17/09/2019,,GD,27/04/2020 14:54:13,,4,2,1,Barking and whining - but I dont know if that is from the crated dog or from Herbie. Camera has a slight blind spot next to the gate and part of the examination table .,,1,,,2,2,2,2,,,4,,,2,Needed a lure. Once seated did maintain well until the end when he broke and then handler struggled to get the sit again. ,,1,1,,,,4,1,No,No,,Immediate back up as soon as handler began checking ears and mouth. When handler checked paws he reversed off the table. They attempted again and he tried to jump off again. Assessor moves on. ,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,2,3,3,4,1,2.0,3.0,5.0,3,3,6,,,,5,Lifts hindquarters twice and jumps up at handler once,,Both,3,3,1,,2,,,4,0,,Walked very calmly toward dog. Not a high interest at all.,,1,4,1,1,1,1,1,1,1,1,2,No,,Sits almost immediately. Interest in the sounds coming from the dog in the crate (chewing sounds). Panting and swapping attention from handler to crated dog. ,,1,1,3,,2,,,5,1,2,1,1,No,,,3,,,3,,,,,,,,,,,
Evie,07-03-LE,1,Allyce,LRxGR,F,E,IGDB,Rose,03/12/2018,02/07/2019,29/07/2019,02/02/2020,GD,27/04/2020 15:56:07,,3,5,1,,,2,,,1,1,1,2,,,3,,,1,,,3,1,,Handler stays on haunches next to dog. Loads of scenting which led to a break at the end. Assessor decided to move on to body check,,4,3,No,No,,Tail lower - change in neutrality. But stood still for the exam. ,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,"Both responses were the same. An initial turn of the head, tail low and slow, and then no further attempts to look at or pull the towel off. ",,3,3,2,4,1,2.0,1.0,2.0,2,2,5,,Car not working on first response. Scored on stationary car. Car only reverse on second response. Faulty?,,4,"Lifts hindquarters a handful of times, but modulates nicely and does not jump up. ",,Righ,3,3,1,,2,Only used right paw toward the very end. Otherwise mostly just pushed the kong around on the floor with nose and then carried to the mat. ,,5,1,,Moves toward dog immediately (as soon as she notices it) but not overly interested.,,1,1,4,1,1,1,1,1,1,1,2,No,,,,1,1,3,,3,,,5,1,1,2,2,No,,,3,,,3,,,,,,,,,,,
Eliza,05-22-LE,1,Susan Turtle,is this the same as LRx?,F,E,IGDB,Catherine,12/03/2019,28/05/2019,18/06/2019,12/11/2019,W,28/04/2020 09:28:05,,5,1,1,,,,dog went into a down naturally beside the handler ,,1,1,1,3,,,2,started on the platform and went to doing it on the ground,,3,,,4,4,,settled,,4,3,No,Yes,,,,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,,,,2,4,3,1,3,4.0,3.0,5.0,3,2,5,,,,4,"dog sits and then goes into a down, keeps looking at handler calmly",,Righ,3,1,2,,2,handler moves  with dog for camera but it is too near the table ,,3,0,,,,1,4,3,1,1,1,1,1,1,1,1,No,,,,1,1,3,,3,,,5,1,1,1,1,No,,,3,,,4,,,,,,,,,,,
Eliza,05-22-LE,2,Susan Turtle,is this the same as LRx?,F,E,IGDB,Catherine,12/03/2019,28/05/2019,12/08/2019,12/11/2019,W,28/04/2020 10:22:26,,2,4,2,handle moves around toward slightly,,1,,,1,1,1,2,,,4,,,2,,,4,3,,,,4,3,No,No,,Looks like dog doesn't licks or mouths as handle was in between camera and dog ,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,,,,1,4,4,3,4,3.0,3.0,3.0,2,2,5,,,,2,"used ragger, no kong, dog sits and goes into a down eventually",,,,1,,,,ragger used instead of kong,,3,0,,,,1,3,4,1,2,1,1,1,1,1,1,No,,,,1,1,2,,2,handler mentions only has dog three days,,3,3,1,1,1,No,,,3,,,4,bucket was placed on the ground,,,,,,,,,,
Edrick,05-11-LE,1,Susan Turtle,LRx,M,E,IGDB,Rose,12/03/2018,15/05/2019,13/06/2019,09/07/2020,GD,28/04/2020 12:59:09,,2,4,2,,,1,,,1,2,2,2,,,2,,,4,went from a stand into a sit without being asked,,4,3,,,,4,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,5,4,6,3,5.0,3.0,5.0,4,5,7,,,,4,"sat, then went into a down",,Righ,3,1,2,,2,he definitely used his right but dog was lying with his back towards camera,,4,2,,,,1,3,3,3,1,1,2,3,1,2,2,No,,,,,,,,,handler didn't interact with dog,,5,1,1,3,1,No,,,4,"handler commented that they had forgotten to do the petting after the crate, they stayed longer interacting but I didn't score as it didn't happen after the crate.",,4,,,,,,,,,,,
Edrick,05-11-LE,2,Susan Turtle,LRx,M,E,IGDB,Rose,12/03/2018,15/05/2019,31/07/2019,09/07/2020,GD,28/04/2020 13:29:05,,2,4,2,,,1,,,2,2,2,2,,,2,started on platform and then did on the ground,,4,,,4,4,,,,4,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,3,4,3,5,3,4.0,3.0,5.0,3,5,5,,,,2,sits and then lies down ,,Righ,3,1,2,,2,dog was on lead but didn't get up to try and move away.,,3,,,no call back done as handler walked towards the crate.,,1,2,3,3,3,1,1,3,2,3,2,No,,,,1,1,3,,2,,,5,1,1,2,4,No,,,4,,,4,,,,,,,,,,,
Evie,07-03-LE,2,Allyce,LRxGR,F,E,IGDB,Rose,03/12/2018,02/07/2019,17/09/2019,02/02/2020,GD,28/04/2020 14:30:15,,5,2,2,Vocalisation - inaudible - think it might be the crated dog. Evie remained at handlers side the entire time. she sniffed for a little which can be seen as exploration but still remained by the handlers side. ,,,Was directly behind handler and no need to be called back,,1,1,1,2,Every now and then looks like she falls back but I think this is more to give room for handler to turn corners.,,4,A little bit of sniffing but maintained. ,,2,Think she is overaware of the platform but this platform is very small so I never counted these broken attempts. When off she went into a down rather than a sit as requested. When asked to upsit she struggled. Then asked to sit and broke a few times. (Body sensitivity?) ,,4,4,,Lay down rather than sitting - assessor and handler used this to test her down rather than her sit. Maintained.,,1,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,2,2,2,2,2,2.0,2.0,2.0,1,1,4,,,,2,A very small lift in hindquarters here and there - think this is more due to body sensitivity. Well behaved even though she is definitely interested. ,,Both,3,1,1,,2,,,5,1,,,,1,4,4,1,1,1,1,1,1,1,1,No,,While she was standing for all of it she did seem settled - no signs of stress like panting etc. ,,1,1,3,,1,,,5,1,1,1,1,No,,,3,,,4,A very minor suss - nothing more. Extremely quick recovery ,,,,,,,,,,
Zac,07-04-LZ,1,Allyce,LR?,M,Z,Ext breeder,Rose,04/06/2018,02/07/2019,29/07/2019,25/10/2019,W,28/04/2020 14:54:25,,1,5,1,Vocalisation - think it might be from crated dog. ,,3,Started to come back but then got distracted and didnt want to come back,,2,1,1,3,,,4,Seemed to be obsessively looking for treats in handlers hands. Tail wagging and very activated but maintained. ,,3,Sit first exhibited. Quite restless and needed alot of handler support but maintained for the most part. ,,1,1,,Sniffing and distracted. Got off the platform and handler struggled to regain attention. Need constant support and intervention with many breaks inbetween ,,4,4,No,No,,was panting but seemed happy otherwise overall.,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Very avoidant regarding having towel draped over him on both occasions,,6,3,4,3,3,2.0,2.0,5.0,3,4,6,,Car wasnt working - based scores on stationary car. ,,5,Very boisterous and misbehaved jumping up at handler regularly. ,,Righ,4,1,5,,3,,,2,1,,more interested in environment and still looking for food in handlers hands ,,1,1,4,1,1,1,1,,1,2,2,No,,Vocalisation I think from crated dog rather than Zac but not certain,,1,2,1,,3,Avoids but out of playfulness and because he is so into the environment - not fear avoidance. When handler holds collar his tail is wagging and he is happy enough,,4,3,1,2,1,No,,,3,,,4,Very slight suss with an extremely quick recovery. Did want to investigate ,,,,,,,,,,
Zac,07-04-LZ,2,Allyce,LR?,M,Z,Ext breeder,Rose,04/06/2018,02/07/2019,18/09/2019,25/10/2019,W,28/04/2020 15:16:31,,2,5,1,Startle when seeing the bucket. High interest in something by the gate,,1,Did turn back to go back to handler even though handler met him kind of half way,,3,2,1,2,,,2,Highly scent distracted and for this reason the platform wasnt used. Very activated and shaking body (displacement / body sensitivity) also still quite distracted by environment and scent and needing alot of handler support,,3,Was asked to sit but lay down - down response tested first. Good handler intervention as I think he would have broken sit a lot more without it. ,,3,1,,Was asked to sit but lay down so down response tested before sit.  Very unsettled and sniffing alot as well as breaking twice.  ,,4,3,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,On second attempt tried to avoid towel being put on his back,,5,3,6,3,5,3.0,6.0,5.0,4,5,6,,,,5,Highly activated and jumping up constantly at handler. ,,Both,4,1,1,,2,As the kong was no longer frozen he learnt that if he lifted and tilted it treats would fall out and so he only interacted to do this and when the treats were no longer falling out with ease. ,,6,1,,,,1,1,4,1,3,1,1,1,1,3,3,No,,,,1,1,4,,3,,,4,2,4,1,1,No,,,3,,,4,Did run to investigate but not stressed I wouldnt say more inquisitive (even after initial startle at the bucket from the beginning),,,,,,,,,,
Goober,07-01-LG,1,Susan Turtle,LRxGR,M,G,IGDB,Graham,15/04/2018,02/07/2019,29/07/2019,03/02/2020,GD,28/04/2020 17:38:45,,1,5,1,,,2,,,1,2,2,3,,,3,,,4,,,1,1,,handler used treats ,,4,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,5,5,4,5,5,4.0,4.0,5.0,4,5,5,,,,5,"broke sit, whined, nudged handler, ",,Left,3,1,2,,2,handler stepped away from dog but dog didn't move from the spot. dog gave one bark while he had the kong,,4,1,,,,1,2,2,4,1,1,1,4,1,3,3,No,,,,2,1,3,,2,,,3,3,2,3,1,No,,,3,,,4,,,,,,,,,,,
Goober,07-01-LG,2,Susan Turtle,LRxGR,M,G,IGDB,Graham,15/04/2018,02/07/2019,17/09/2019,03/02/2020,GD,28/04/2020 19:00:32,,1,5,1,,,2,handler just used dog's name,,2,2,2,3,,,4,,,1,,,1,1,,"dog wouldn't stay down, dog very slow to sit. dog very stressed",,4,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,3,4,3,4,1,4.0,4.0,3.0,3,4,5,,,,4,dog broke sit and  moved towards the handler,,Both,3,1,3,,2,,,6,3,,"dog wouldn't come back initially, picked up sticker for a chase and eventually came back for a treat.",,3,2,2,4,1,1,1,3,1,3,2,No,,,,1,1,2,,2,,,4,2,2,2,1,No,,dog was looking for dog nuts that were dropped earlier by accessor,3,,,4,,,,,,,,,,,
Gav,07-12-LG,1,Allyce,,M,G,Home Bred,Rose,15/04/2018,16/06/2019,21/08/2019,28/01/2020,AD,29/04/2020 11:12:23,,2,5,1,,,1,,,3,2,2,2,"Very rare pull for distractions only, and even then very mild. The walking initiative changed a lot - ranging from walking behind to walking beside and ahead. However, he walked at handlers side more than anything else",,3,Quite distracted - looking for treats in handlers hands and sniffing the platform. Slightly activated. Maintained for the most part. There was a break at the end - handler and assessor decide to continue with a sit from then on ,,1,"Broke sit and walked off the platform, then when asked to sit again he lay down. Lay down, handler continued once that own was broken. Broke a couple times again. ",,1,1,, ,,4,2,No,No,,Started off being more co-operative. But broke half way through and looked like he wanted to jump off but he still allowed the body check to continue with handler support. ,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,3,2,4,1,3,2.0,4.0,6.0,2,5,4,,,,5,Unsettled and jumping up at handler after sitting for a short while ,,Both,3,3,5,,4,,,5,0,,,,1,1,4,3,1,1,1,3,1,2,2,No,,,,1,2,3,,2,Initially interacts calmly with a wagging tail but quickly loses interest and begins exploring (does return),,5,1,1,2,4,No,,,3,,,6,Immediately ran toward the bucket but not fearful - more inquisitive and excited activation,,,,,,,,,,
Gav,07-12-LG,2,Allyce,,M,G,Home Bred,Rose,15/04/2018,16/06/2019,14/10/2019,28/01/2020,AD,29/04/2020 11:35:21,,2,5,2,,,1,,,1,1,1,2,,,3,,,3,,,1,1,,Handler remarks on body sensitivity. Breaks consistently even with constant handler support,,4,4,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,1,2,2.0,2.0,4.0,2,3,6,,,,4,Lifted hind quarters briefly and then composed himself. Did jump up once on the initial seeing the kong but modulated quickly ,,Both,3,3,4,,2,Initially picked up the kong and walked around for a while to find a place to settle with it - definitely would have entered crate if open. After moving around for a while with the kong in his mouth he settles by his handlers feet.,,4,0,,,,1,4,2,1,1,2,1,1,1,1,1,No,,Doesnt lay down but sat very calmly - good self modulation. ,,1,1,3,,3,While happy and keeps close to handler - not overly interested in play at all,,4,3,1,1,1,No,,,3,,,3,,,,,,,,,,,
Gilli,07-15-LG,1,Allyce,LRxGR,F,G,IGDB,Frances,15/04/2018,29/07/2019,21/08/2019,01/10/2019,W,29/04/2020 11:57:14,,1,5,1,Went into crate and settled into a sit for a while. ,,1,,,3,3,2,2,Handler remarks on Gilli perhaps needing the toilet. ,,3,Backs away here and there. might need toilet - handler remarks on dog passing wind,,1,Very unsettled sit,,1,1,,"Refused to go down and only went down a lure. Needing loads of handler support - handler maintained a crouched position next to her the entire time and without this I think she would have still broken even then a few times,.",,4,1,No,No,,Wanted to jump off the entire time - stood skew on the table and as soon as she got a gap she jumped off,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,,,3,2,2,4,1,2.0,3.0,3.0,3,3,4,,,,4,Wanted to jump but modulated well,,Righ,3,3,2,,2,,,4,0,,Very little interest - more interest in the environment,,1,2,1,4,1,1,2,2,4,3,4,No,,Strange reaction - happy to go into crate during the familiarisation process and when she received the kong. But not happy to have the gate closed or to be left in there and for handler to ignore - at all. Very vocal ,,1,1,1,,2,More interested in sussing out the environment. Happy to be out and not a fearful response but not interested in play ,,4,2,3,3,3,No,,,2,Happy to have handler back but not interested in physical play,,4,Slight lift of the head - inquisitive. Quick recovery,,,,,,,,,,
Effie,07-13-LE,1,Susan Turtle,LRxGR,F,E,IGDB,Graham,12/03/2018,30/07/2019,21/08/2019,03/02/2020,GD,29/04/2020 12:39:59,,2,4,2,,,1,,,2,2,1,2,camera too far over and dog goes out of view a few times,,2,,,4,,,1,1,,,,4,4,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,used towel instead of tea towel,,1,4,3,4,1,3.0,3.0,3.0,3,3,5,,can't see the dog's food reaction but you can make a judgement by seeing the handler which was due to the camera angle,,2,sits calmly,,Left,3,1,1,,2,handler steps away from kong/dog but dog doesn't move from the spot,,3,0,,handler moved toward assessor to give treats to assessor for dog distraction dog ,,1,2,2,4,1,1,1,2,4,3,3,No,,,,1,1,3,,3,,,4,2,3,2,4,No,,,4,,,5,,,,,,,,,,,
Effie,07-13-LE,2,Susan Turtle,LRxGR,F,E,IGDB,Graham,12/03/2018,30/07/2019,10/10/2019,03/02/2020,GD,29/04/2020 13:20:03,,4,2,3,,,1,dog was near handler,,1,3,2,2,,,4,,,4,,,1,1,,,,4,4,No,No,,,,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,,,,2,3,3,4,2,3.0,3.0,3.0,2,2,4,,,,2,"sit, then goes into a down",,Righ,3,2,1,,2,,,3,0,,handler sat in chair with dog off lead on his left.,,1,4,2,1,1,1,1,1,1,1,1,No,,,,3,1,5,,3,,,5,1,1,1,1,No,,,4,,,4,,,,,,,,,,,
Harvey,08-02-LH,1,Allyce,LRxGR,M,H,IGDB,Rose,05/11/2018,21/08/2019,18/09/2019,28/01/2020,AD,29/04/2020 13:46:21,,2,5,1,,,1,,,2,1,1,2,Does fall back but more around corners - more consistently a walk at heel,,4,Slightly scent distracted. Platform not used. Maintained,,2,At the end he goes into a down without being requested to do so. Assessor and handler move on at this point. ,,4,3,,"Not asked to lie down, but maintains down well thereafter. ",,2,3,No,No,,Very hesitant jump up. Handler uses food lure and hoists rear end to assist him up.,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Second attempt the tea towel was placed higher up - he was not phased at all with the second attempt. ,,2,2,2,4,2,2.0,2.0,4.0,2,2,4,,,,4,Does stand from seated position half way through concentration but no inappropriate behaviour - very excited.,,Righ,4,1,1,,2,,,5,2,,Doesnt notice dog at first but as soon as he does he goes toward it immediately.,,1,1,3,1,1,2,1,3,1,2,3,No,,Wasnt sure if whining was associated with this dog or with the crated dog (for dog distraction) but the whining stopped as soon as he was out and only happened during this session ,,1,1,3,,3,,,3,4,1,N,1,No,,Not sure where the whining is coming from. ,3,,,4,Slight head tilt and showed a little concern but recovered very quickly,,,,,,,,,,
