Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Outcome,Working,BT Start,BT Duration,Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Obedience_mean,S-Obedience_prod,S-Sensitivity,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarisation-Dog-Call,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Fergus,10-01-LF,1,2019-10-24,B,LR,M,F1,IGDB,2018-03-16,2019-10-02,2020-01-28,118 days,AD,Success,Success,15:09:44,0:12:39,,2.0,4.0,2.0,,,1.0,,,1.0,1.0,1.0,3.0,,,3.0,,,2.0,dog slid down on the floor twice,,4.0,4.0,,,,2.0,3.0,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,3,3,3,4,3,3.0,3.0,4.0,3.0,3.0,4.0,,,,2.0,"sits, then gives a nudge to the handler",,Righ,3.0,1.0,2.0,,2.0,,,5.0,2.0,,handler walks towards the dog crate and calls the dog at the same time,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,4.0,2.0,2.0,2.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,3.0,24.0,2.5,1.1666666666666667,1.6666666666666667,3.25,108,3.25,108.0,0.0,2.25,24.0,3.5,10.0,1.5,2.0,-1.0,1.25,2.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.3333333333333335,8.0,0.0,3.6666666666666665,48.0
Jane,10-04-LJ,1,2019-10-24,A,LR,F,J1,IGDB,2018-07-03,2019-10-02,2020-02-14,135 days,AD,Success,Success,14:44:43,0:13:32,,2.0,5.0,1.0,Body shakes (body sensitivity?) ,,1.0,,,2.0,1.0,1.0,3.0,,,1.0,Constantly moving and changing position and breaking stand (sitting).,,3.0,Jumps at handler when assessor and handler begin laughing. Handler remarks on dog passing gas (stress?).,,3.0,4.0,,Handler remains in crouched position next to the dog. Lay down on second attempt but there might have been some confusion. ,,4.0,4.0,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,2,2.0,2.0,3.0,2.0,2.0,4.0,,,,2.0,Dog on lead. Anxious behaviour - lip smacking and moving head closer>> maintains sit nicely though,,Left,3.0,1.0,1.0,,3.0,Dog on lead so cannot take the kong anywhere but seemed to be very content with staying close and probably wouldnt have moved away anyway. A very short-lived favour of the left paw in the very beginning and then no use of any paws. ,,4.0,1.0,,Doesnt leave handlers side - definite mild interest though,,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,4.0,,,4.0,3.0,2.0,1.0,1.0,No,,,2.0,,,,4.0,,Very minor change in body language - extremely quick recovery,,,,,,,,,,,,1.5,2.0,1.0,1.0,2.0,4.0,1.0,3.0,2.3333333333333335,9.0,4.0,0.0,0.0,3.25,90,2.25,24.0,-1.0,2.25,18.0,2.5,4.0,1.0,1.0,0.0,2.0,12.0,1.5,3.0,2.3333333333333335,9.0,1.5,2.0,1.5,2.0,2.5,4.0,2.0,4.0,1.0,2.6666666666666665,16.0
Hayley,08-12-LH,1,2019-09-23,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-28,2019-12-04,98 days,W,Fail,Fail,13:26:55,0:16:02,,2.0,4.0,1.0,dog out of view of camera at times due to the angle of the camera,,1.0,,,3.0,4.0,4.0,1.0,,,1.0,,,2.0,,,3.0,2.0,,,,,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,4,3,3,4,3,3.0,3.0,4.0,3.0,3.0,4.0,,,,5.0,jumps at handler twice,,Left,3.0,1.0,1.0,,2.0,,,7.0,4.0,,"dog ran around, gave a few excitable bark. dog distraction took a while to get into crate",,4.0,,,,,,,,,,,,,,,1.0,1.0,3.0,,4.0,,,4.0,1.0,3.0,1.0,4.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,1.5,2.0,4.0,16.0,3.0,9.0,-1.0,-7.0,2.0,6.0,3.0,2.5,3.5,3.5,144,3.25,108.0,-0.25,2.75,30.0,5.5,28.0,2.5,4.0,-3.0,4.0,4.0,,1.0,,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,16.0,-2.0,3.6666666666666665,48.0
Jane,10-04-LJ,2,2020-01-08,A,LR,F,J1,IGDB,2018-07-03,2019-10-02,2020-02-14,135 days,AD,Success,Success,13:53:52,0:16:30,,2.0,5.0,2.0,Handler follows dog around more than dog follows handler around.,,1.0,,,1.0,1.0,1.0,2.0,,,2.0,When handler starts speaking dog gets bored.,,4.0,,,4.0,4.0,,,,4.0,3.0,No,No,,Not a full body check carried out - only head and fore-paws,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Sits on first response and doesnt seem phased however on second response she is hesitant to come too close to handler - even still she seems quite indifferent while cloth is on her back,,3,3,4,5,2,2.0,1.0,3.0,2.0,3.0,5.0,,Car wasnt working - scored on the stationary car.,,2.0,Handler holds the kong directly infront on the dogs face rather than at chest height. For this reason the dog actually behaved amazingly seeing as she only lifted her hind-quarters briefly once. Dog on lead,,Righ,4.0,1.0,1.0,,3.0,Dog on lead but I dont think she would have gone far off from the handler anyways as the handler occasionally drops the lead giving ample opportunity for the dog to move and she doesnt. Dog drops the kong of own accord when asked.,,1.0,1.0,,Delay in taking off the dogs lead which may have inhibited dogs natural initial reaction. Dog looks to handler for reward / praise / support. ,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,,Dont know if whine is from this dog or the one for distraction. Stayed standing the entire time - didnt move much but was looking at handler alot ,,1.0,1.0,3.0,,4.0,Slighly excited for a short time but quickly loses interest and explores.,,5.0,2.0,2.0,,1.0,No,,Not sure where the whining is coming from,4.0,Wagging tail - calm approach. Loses interest quickly,,,3.0,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,3.3333333333333335,32.0,3.5,0.0,0.0,3.75,180,2.0,12.0,-1.75,2.5,24.0,1.0,1.0,1.0,1.0,0.0,2.0,12.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,5.0,0.0,3.6666666666666665,48.0
Hayley,08-12-LH,2,2019-11-06,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-28,2019-12-04,98 days,W,Fail,Fail,15:13:24,0:20:23,,2.0,4.0,1.0,,,1.0,,,2.0,1.0,1.0,2.0,block lead used,,2.0,,,4.0,,,3.0,3.0,,,,3.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,,2,4,4,3,3,3.0,4.0,3.0,2.0,2.0,5.0,,,,5.0,dog jumps twice at handler,,None,3.0,1.0,2.0,,2.0,handler steps away from dog but dog stays in the same spot,,7.0,3.0,,handler walked towards the crate before he called the dog,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,2.0,1.0,3.0,,5.0,,,5.0,1.0,2.0,4.0,2.0,No,,,5.0,,,,4.0,,,,,,,,,,,,,,1.5,2.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,24.0,3.0,3.5,2.6666666666666665,3.25,96,3.25,108.0,0.0,3.0,60.0,5.0,21.0,2.0,3.0,-2.0,2.0,16.0,1.25,2.0,1.6666666666666667,4.0,2.5,6.0,2.0,3.0,3.0,5.0,3.6666666666666665,40.0,-1.0,4.333333333333333,75.0
Idris,10-14-LI,1,2019-11-06,B,LRxGR,M,I1,IGDB,2018-06-28,2019-10-17,2020-02-12,118 days,W,Fail,Fail,13:58:19,0:14:01,,2.0,3.0,2.0,,,1.0,,,1.0,1.0,1.0,2.0,,,2.0,,,2.0,,,4.0,3.0,,,,4.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,,,,3,4,4,4,3,3.0,3.0,4.0,3.0,3.0,5.0,,,,4.0,sits and then goes down ,,Left,3.0,3.0,1.0,,2.0,"I couldn't see the paw lateralisation, but could hear assessor and handler day Left",,5.0,,,handler walked over to crate and dog came over to there,,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,5.0,1.0,4.0,1.0,1.0,No,,,5.0,dog had jumped out,,,4.0,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,2.6666666666666665,16.0,3.5,2.5,1.0,3.75,192,3.25,108.0,-0.5,2.5,24.0,5.0,5.0,1.0,1.0,,2.0,12.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.3333333333333335,5.0,-3.0,4.0,60.0
Idris,10-14-LI,2,2020-01-09,B,LRxGR,M,I1,IGDB,2018-06-28,2019-10-17,2020-02-12,118 days,W,Fail,Fail,15:27:14,0:13:30,,1.0,5.0,1.0,,,2.0,,,2.0,1.0,1.0,2.0,,,3.0,handler consistently petted the dog,,2.0,handler sat in front of the dog consistently petting and using treats,,4.0,3.0,,handler consistently petting the dog,,2.0,3.0,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,towel  [laced but not folded over,,4,4,4,5,2,3.0,3.0,3.0,2.0,3.0,5.0,,,,2.0,sat and then went into a down,,Left,3.0,1.0,1.0,,2.0,couldn't see gpaw lateralisation due to position of dog,,5.0,1.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,3.0,3.0,2.0,1.0,1.0,No,,,4.0,jumped out initially,,,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.5,6.0,1.5,5.0,3.0,24.0,2.5,1.0,1.0,4.25,320,2.75,54.0,-1.5,2.0,12.0,3.0,5.0,1.5,2.0,1.0,1.75,8.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,1.0,3.6666666666666665,48.0
Mac,11-01-LM,1,2019-12-18,B,LR,M,M1,IGDB,2018-08-25,2019-11-04,2020-01-03,60 days,W,Fail,Fail,15:05:53,0:14:29,,1.0,5.0,1.0,,,2.0,handler didn't use dogs name,,3.0,1.0,1.0,3.0,dog sniffed most of the way around,,2.0,,,2.0,handler stayed crouched beside the dog constantly petting the dog,,4.0,3.0,,handler stayed crouched beside the dog  consistently petting the dog,,1.0,3.0,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,,,,5,5,5,6,3,4.0,5.0,5.0,4.0,5.0,6.0,,,,4.0,sat,,Left,3.0,1.0,2.0,,2.0,,,6.0,1.0,,,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,3.0,3.0,3.0,1.0,1.0,No,,,4.0,,,,5.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.5,20.0,3.5,19.0,2.6666666666666665,16.0,2.0,2.5,1.6666666666666667,5.25,750,4.25,300.0,-1.0,2.75,48.0,3.5,6.0,1.5,2.0,1.0,1.25,2.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,0.0,3.6666666666666665,48.0
July,10-03-LJ,1,2019-10-30,B,LR,F,J1,IGDB,2018-07-03,2019-10-17,2020-07-10,267 days,AD,Success,Success,14:43:59,0:13:20,,1.0,5.0,1.0,,,2.0,,,3.0,1.0,1.0,3.0,,,1.0,,,4.0,,,2.0,3.0,,,,4.0,3.0,No,No,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,dog distracted by sniffing the ground,,4,4,1,5,2,3.0,2.0,3.0,3.0,5.0,5.0,,,,5.0,"sat, jumped up a few times",,Left,3.0,3.0,1.0,,2.0,,,5.0,3.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,4.0,2.0,2.0,3.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,15.0,3.0,14.0,2.3333333333333335,8.0,3.5,1.6666666666666667,0.16666666666666666,3.5,80,2.5,36.0,-1.0,2.75,30.0,4.0,15.0,2.5,6.0,-1.0,2.25,18.0,1.25,2.0,3.0,16.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,12.0,0.0,3.6666666666666665,48.0
Kirby,10-15-LK,1,2019-11-01,A,LRxGR,M,K1,IGDB,2018-08-02,2019-10-09,2020-07-31,296 days,AD,Success,Success,13:41:02,0:17:23,,2.0,5.0,2.0,scratching - body sensitivity? ,,1.0,,,1.0,1.0,1.0,2.0,Body shakes - body sensitivity?,,3.0,Handler body position a bit hunched in support. Quite scent distracted.,,2.0,Wanted to lay down and handler supported and maintained for a few seconds but he went on to lie down anyways Handler moved on. ,,4.0,4.0,,Not asked to lie down - but down maintained well after breaking sit - even resting head.,,4.0,4.0,No,No,,Needed help (hoisting) onto the table -- put fore-paws up and needing hindquarters hoisted. Bit I dont think this was any degree of a lack of willingness rather just wasnt expecting it and didnt run up sufficiently . Happy with the examination,,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,,Attempt 1 - did very quickly turn head to look at the towel but it was more an inquisitive look as he was not worried about it - didnt show any signs of concern. More interested in the handlers food reward. I wouldnt call this a lack of change in neutrality> more or less the same in the second attempt although he did seem a little more concerned and did try to move a bit more and looked a bit more too but it didnt phase him too much. Video was cut short so didnt the entirety of the second attempt,,3,3,3,5,2,2.0,2.0,5.0,2.0,3.0,5.0,,,,2.0,Sat and then lay down - no inappropriate behaviour at all. Stared very intently at the kong and showed a definite interest.,,None,3.0,3.0,1.0,,2.0,,,4.0,1.0,,Dog sits and lies down after a while - a definite look of interest but not enough to cause him to run after him or leave the handler,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,Sniffed for a few seconds but very calmly and then lay down. ,,1.0,1.0,3.0,,4.0,At first quite indifferent but comes when handler calls and wags tail a little,,5.0,1.0,2.0,2.0,3.0,No,,Lies down at gate after a bit of barking. Definite separation anxiety as opposed to any attention seeking. ,5.0,Though not what activated might look like in another dog - definite activation for this dog who is generally quite calm and indifferent ,,,4.0,,A very slight startle - looks at the assessor who dropped the can and suspicious of her afterward. But quick enough recovery.,,,,,,,,,,,,2.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,3.0,24.0,4.0,0.6666666666666666,1.0,3.5,135,2.75,40.0,-0.75,2.0,12.0,2.5,4.0,1.0,1.0,0.0,0.75,0.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.3333333333333335,30.0,-1.0,4.0,60.0
Kirby,10-15-LK,2,2020-01-08,A,LRxGR,M,K1,IGDB,2018-08-02,2019-10-09,2020-07-31,296 days,AD,Success,Success,13:26:19,0:13:37,,3.0,5.0,1.0,After exploring a while goes back to handler on his own,,1.0,,,3.0,2.0,2.0,3.0,Loads of scratching (and this is why he occasionally drops behind the handler) - body sensitivity to the body piece.,,3.0,No platform used. He gets bored and lays down. Handler doesnt correct.,,1.0,Wanting to lay down all the time,,4.0,1.0,,Lay down without being asked and handler left him be ,,4.0,4.0,No,No,,Stood a bit skew on the table but happy enough,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,,,2,3,1,1,2,2.0,2.0,4.0,2.0,3.0,4.0,,Car stationary ,,4.0,"Dog kept on lead. Intense starting, backing up very slightly and a very quick slight and soft whine.",,None,3.0,1.0,1.0,,2.0,"Picked up kong, dropped it and handler took immediately. Dog on lead so has to follow handler but was calm.",,4.0,1.0,,Does stare at dog quite intently but doesnt break sit - stays at handler side,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,4.0,,,4.0,2.0,3.0,,1.0,No,,I am not sure which dog the whining is coming from. After pacing a bit lies down infront of the gate.,4.0,,,,4.0,,Very minor - almost indifferent - Nothing more than a very slight suss at the can - quick recovery,,,,,,,,,,,,2.0,3.0,2.0,4.0,2.5,6.0,0.5,2.0,2.6666666666666665,12.0,4.0,0.5,0.0,1.75,6,2.5,32.0,0.75,2.5,24.0,2.5,4.0,1.0,1.0,0.0,1.25,2.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.5,4.0,-1.0,3.6666666666666665,48.0
Kacie,10-31-LK,1,2019-11-14,A,LRxGR,F,K1,IGDB,2018-08-02,2019-10-26,2020-07-10,258 days,AD,Success,Success,14:43:36,0:13:49,,1.0,5.0,1.0,,,1.0,,,3.0,1.0,1.0,2.0,Very activated/excited and very distracted by her environment,,1.0,Very scent distracted,,1.0,Very distracted by something in the background. Very restless,,4.0,2.0,,Lying posture - completely sprawled out with back legs straight behind. Still quite distracted but maintained well,,4.0,3.0,No,No,,"Ears pinned back, low tail carriage with frantic wagging, and couldnt wait to get off but didnt try to escape",,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,Shakes body to get towel off on second attempt ,,3,4,1,3,4,5.0,3.0,2.0,4.0,4.0,6.0,,Very distracted by everything ,,5.0,"Very restless - jumps up, backs up, whines and when she thinks shes not getting her way she explores",,None,4.0,3.0,3.0,,2.0,,,4.0,1.0,,Definite interest and does break sit but doesnt move away from handler,,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,No,,,,1.0,1.0,4.0,,4.0,,,5.0,1.0,2.0,2.0,4.0,No,,,5.0,,,,3.0,,Quite obsessed with assessor holding the can - so her response was all related to that - no response to the noise of the can,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,16.0,3.0,15.0,2.0,4.0,3.5,1.8333333333333333,2.5,2.75,36,3.5,120.0,0.75,3.5,120.0,2.5,4.0,1.0,1.0,0.0,2.5,27.0,1.75,4.0,2.6666666666666665,18.0,2.5,4.0,2.5,4.0,2.5,4.0,3.6666666666666665,40.0,-1.0,4.333333333333333,80.0
Kacie,10-31-LK,2,2020-01-09,A,LRxGR,F,K1,IGDB,2018-08-02,2019-10-26,2020-07-10,258 days,AD,Success,Success,12:48:54,0:13:27,,1.0,5.0,1.0,Turned head to look at body piece,,1.0,,,3.0,2.0,2.0,2.0,No platform used.,,3.0,,,4.0,,,3.0,2.0,,Very distracted by all the barking going on in the background. ,,3.0,3.0,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,More interested in the assessor walking past to notice the towel on her back on the second attempt,,2,4,3,4,2,3.0,1.0,2.0,3.0,3.0,6.0,,,,4.0,Dog kept on lead. Some whining but brief and mild - tries to lie down and get attention in order to get the kong but wasnt over the top or inappropriate,,None,3.0,1.0,1.0,,2.0,,,5.0,1.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,4.0,,3.0,,,5.0,1.0,1.0,,1.0,No,,"Unsure of the whining and which dog it is coming from,.",5.0,,,,3.0,,More interested in the assessor holding the can and the can itself - not bothered by the noise,,,,,,,,,,,,1.0,1.0,2.0,4.0,3.0,9.0,1.0,5.0,3.3333333333333335,36.0,3.0,1.8333333333333333,0.3333333333333333,3.25,96,2.0,12.0,-1.25,2.5,24.0,3.0,5.0,1.0,1.0,0.0,1.25,2.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,2.0,3.0,3.0,5.0,0.0,4.0,60.0
July,10-03-LJ,2,2020-01-08,B,LR,F,J1,IGDB,2018-07-03,2019-10-17,2020-07-10,267 days,AD,Success,Success,13:02:41,0:14:33,,1.0,4.0,2.0,,,1.0,,,1.0,1.0,1.0,3.0,,,3.0,,,3.0,,,4.0,3.0,,went into a down from the sit without being asked ,,4.0,3.0,No,No,,,,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,,,1,4,1,5,2,3.0,1.0,4.0,3.0,3.0,5.0,,car doesn't move,,5.0,dog jumps up,,None,3.0,1.0,1.0,,2.0,dog was on lead,,5.0,2.0,,,,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,3.0,,,3.0,3.0,2.0,2.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,,1.5,2.0,1.0,1.0,3.0,9.0,2.0,8.0,3.3333333333333335,36.0,3.5,1.6666666666666667,0.5,2.75,20,2.5,24.0,-0.25,2.75,30.0,3.5,10.0,1.5,2.0,-1.0,2.0,16.0,1.5,4.0,2.0,6.0,1.5,2.0,1.5,2.0,2.0,3.0,2.0,6.0,1.0,2.6666666666666665,18.0
Meeko,11-02-IM,1,2019-12-18,A,LR,M,M1,IGDB,2018-08-25,2019-11-04,2020-05-29,207 days,W,Fail,Fail,14:06:42,0:14:55,,3.0,5.0,2.0,,,2.0,,,3.0,1.0,1.0,3.0,High scent distraction,,2.0,Very distracted and restless,,2.0,handler crouches by dog and gives loads of support  - dog still quite distracted and breaks sit to scent,,3.0,2.0,,Handler crouched by dog still and gives alot of support. Breaks stand without being asked at the end,,2.0,4.0,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,4,3,2,4,4,4.0,2.0,3.0,2.0,2.0,6.0,,,,2.0,Moves position and stares intensely,,,,1.0,,,,Video in three parts and the interaction phase is not included. Final video skew and lots of motion,,3.0,3.0,,Video was very unstable so I couldnt watch his entire reaction and have based scoring on what I could see,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Stayed standing the whole time so wouldnt say he is settled,,1.0,1.0,4.0,,4.0,,,5.0,1.0,2.0,1.0,1.0,No,,Dont know that dog was completely isoolated as the assessor holding the camera I dont think would have been completely out of sight. ,5.0,,,,3.0,,Hard to be sure from the angle of the camera,,,,,,,,,,,,2.5,6.0,1.0,1.0,2.0,4.0,1.0,3.0,2.3333333333333335,12.0,3.0,1.0,1.0,3.25,96,3.25,96.0,0.0,2.0,2.0,3.0,9.0,2.5,6.0,-1.0,2.0,12.0,1.5,3.0,1.0,1.0,2.5,4.0,2.5,4.0,2.5,4.0,2.3333333333333335,5.0,-1.0,4.333333333333333,80.0
Joy,10-12-LJ,1,2019-11-01,B,LR,F,J1,IGDB,2018-07-03,2019-10-07,2020-06-19,256 days,GD,Success,Success,15:09:01,0:15:19,,2.0,4.0,1.0,,,1.0,,,2.0,2.0,2.0,3.0,,,2.0,,,2.0,,,3.0,3.0,,,,3.0,3.0,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,3,3,3,5,1,1.0,1.0,4.0,3.0,3.0,5.0,,,,5.0,"barks at handler, unsettled sit",,,4.0,1.0,2.0,,2.0,,,5.0,2.0,,,,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,No,,,,1.0,1.0,3.0,,4.0,,,5.0,1.0,3.0,3.0,2.0,No,,,5.0,,,,4.0,,,,,,,,,,,,,,1.5,2.0,2.0,4.0,3.0,9.0,1.0,5.0,2.3333333333333335,12.0,3.0,2.5,2.5,3.5,135,1.75,4.0,-1.75,3.25,80.0,3.5,10.0,1.5,2.0,-1.0,2.75,48.0,1.5,4.0,3.6666666666666665,25.0,2.0,3.0,2.0,3.0,2.5,4.0,3.3333333333333335,30.0,-2.0,4.0,60.0
