Timestamp,Dog code,Data Collection Number,Data Collection Date,Assessor,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
4/29/2020 13:46:21,08-02-LH,1,2019-09-18,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,Does fall back but more around corners - more consistently a walk at heel,,4 - Excellent (1 attempts),Slightly scent distracted. Platform not used. Maintained,,2 - Not great (3-4 attempts),At the end he goes into a down without being requested to do so. Assessor and handler move on at this point. ,,4 - Excellent (1 attempt),3 - reasonably settled,,"Not asked to lie down, but maintains down well thereafter. ",,2 - Hesitant,3 - Cooperative,No,No,,Very hesitant jump up. Handler uses food lure and hoists rear end to assist him up.,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Second attempt the tea towel was placed higher up - he was not phased at all with the second attempt. ,,2,2,2,4,2,2,2,4,2 - rare (1-2),2 - mild tension,"4 - positively looks at person, does not engage with them",,,,4 - Very interested,Does stand from seated position half way through concentration but no inappropriate behaviour - very excited.,,Righ,"4 - Interacts with kong continuously, but intensely",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",2 - on the second command or more,,Doesnt notice dog at first but as soon as he does he goes toward it immediately.,,1 - without any encouragement,1 - Never,3 - Occasionally,1 - Never,1 - Never,2 - Rarely,1 - Never,3 - Occasionally,1 - Never,2 - Slow self-modulation,3 - Moderately stressed,No,,Wasnt sure if whining was associated with this dog or with the crated dog (for dog distraction) but the whining stopped as soon as he was out and only happened during this session ,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,3 - Occasionally,4 - Mostly,1 - Never,NA/Inaudible,1 - Never,No,,Not sure where the whining is coming from. ,3 - calm approach,,,,4 - minor reaction,,Slight head tilt and showed a little concern but recovered very quickly,,,,,,,,,,,
4/29/2020 14:02:42,08-02-LH,2,2019-10-30,Allyce,,,4 - Regularly,5 - Constantly,1 - Never,Mostly stayed close to the handler - even while exploring. ,,1 - on the first command,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,3 - Good (2 attempts),No platform used. ,,4 - Excellent (1 attempt),,,4 - Excellent (1 attempt),3 - reasonably settled,,First attempt I think he was confused - didnt count it as a broken attempt. Slight interest in the environment,,1 - Refuse,3 - Cooperative,No,No,,slight tail tuck,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Low tail carriage,,3,2,2,3,2,2,2,3,2 - rare (1-2),2 - mild tension,"4 - positively looks at person, does not engage with them",,Very mild pull strength,,4 - Very interested,Breaks sit and intense staring. No inappropriate behaviour shown. Good modulation,,Left,"3 - Interacts with kong continuously, but calmly",2 - Moves slightly away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,Picks up kong and walks a circle or two around handler but then settles at handlers feet. ,,"5 - Very Interested, moves towards dog immediately",1 - on the first command,,Loses interest quickly,,1 - without any encouragement,4 - Mostly,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,1- Settled,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,3 - calmly interacts with the handler,,,4 - Mostly,2 - Rarely,1 - Never,1 - Never,1 - Never,No,,,3 - calm approach,,,,3 - Indifferent,,More inquisitive at the sight of the bucket than the noise - head slight perked up at the assessor holding the bucket before it was dropped,,,,,,,,,,,
4/29/2020 15:06:40,07-14-LG,1,2019-08-21,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),3 - occasionally,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,4 - Excellent (1 attempts),,,3 - Good (2 attempts),,,3 - Good (2 attempts),3 - reasonably settled,,,,1 - Refuse,3 - Cooperative,No,No,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,tea towel on top of body strap for the 1st one and on lower back for the 2nd.   ,,5,4,4,5,4,4,4,5,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor",5 - approaches the person,,,,"5 - Overly interested, dog jumps at handler",dog jumps up at handler once,,None,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,handler walked towards the crate and called the dog,,1 - without any encouragement,2 - Rarely,3 - Occasionally,4 - Mostly,3 - Occasionally,1 - Never,3 - Occasionally,3 - Occasionally,4 - Mostly,3 - Poor self-modulation,3 - Moderately stressed,No,,,,1 - slightly playful,1 - Never,"1 - avoids, moves away;",,2 - explorative,,,4 - Mostly,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/29/2020 15:42:55,07-14-LG,2,2019-10-10,Susan Turtle,,,2 - Rarely,4 - Regularly,2 - Rarely,handler started moving around,,1 - on the first command,,,1 - Hardly distracted (1-2),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,occasionally dog will walk ahead for a few seconds,,2 - Not great (3-4 attempts),,,2 - Not great (3-4 attempts),,,3 - Good (2 attempts),2 - slightly unsettled,,,,1 - Refuse,2 - Reluctant,No,No,,"dog lifted up onto table, was stressed",,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,towel not folded over on 2nd time,,2,4,4,6,3,4,4,4,3 - sometimes (3-5),4 - strong tension,5 - approaches the person,,,,"5 - Overly interested, dog jumps at handler",sitting during but jumped once when kong was being given to handler,,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,handler has stepped back from dog,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,handler sat on chair an dog was in a down beside him,,1 - without any encouragement,3 - Occasionally,2 - Rarely,2 - Rarely,1 - Never,1 - Never,2 - Rarely,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,2 - moderately playful,1 - Never,"4 - very excited, moving around;",,4 - mild attention seeking,,,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/29/2020 17:02:24,08-13-LJ,1,2019-09-23,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,2 - on the second or more,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),Position of dog during stand no conducive to effect response. ,,4 - Excellent (1 attempt),,,2 - Not great (3-4 attempts),2 - slightly unsettled,,Got a bit bored toward the end - hesitant to reassume down position. ,,3 - Cooperative,3 - Cooperative,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,,,3,3,3,3,3,3,2,3,3 - sometimes (3-5),3 - moderate tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,"5 - Overly interested, dog jumps at handler","Whining, jumping up, backing up",,Both,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,1 - Never,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,3 - Occasionally,3 - Occasionally,3 - Poor self-modulation,4 - Extremely stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,3 - Occasionally,4 - Mostly,2 - Rarely,1 - Never,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/29/2020 17:20:27,08-13-LJ,2,2019-11-14,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,Handler remarks on dog passing wind. Stress?,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),Did well to start with but got bored at the end. ,,3 - Good (2 attempts),Handler sat. Was distracted by dog in the crate. ,,1 - Poor (5+ attempts),1 - very unsettled,,Very activated by environment. ,,4 - Willing,3 - Cooperative,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Too distracted by the environment to be worried about the tea towel.,,3,2,1,2,1,2,1,1,1 - not observed (0),"1 - no tension, lead relaxed","4 - positively looks at person, does not engage with them",,So into handler didnt notice half the distractions,,"5 - Overly interested, dog jumps at handler","Loads of whining, jumping up at handler and then gets bored and starts exploring",,None,"4 - Interacts with kong continuously, but intensely",3 - Takes kong and moves away from handler,"5 - Very reluctant, does not let it go and tries to get it back",,2 - Calmly follows the handler,Very playful - didnt want to give the kong back as it would mark end of the play session. High energy. ,,"7 - Extremely excited, run after dog instantly and playing around a lot",1 - on the first command,,Very playful and excited. Not really for the dog per se but just in general. ,,1 - without any encouragement,1 - Never,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,1 - Never,4 - Mostly,1 - Never,3 - Poor self-modulation,4 - Extremely stressed,No,,,,1 - slightly playful,1 - Never,"5 - extremely excited, jumping up, licking, mouthing",,2 - explorative,,,4 - Mostly,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,No,,,5 - overly activated approach,Jumps up at handler,,,3 - Indifferent,,More interested in handler dropping the bucket than the bucket itself,,,,,,,,,,,
4/30/2020 10:08:39,08-01-LH,1,2019-09-18,Susan Turtle,,,2 - Rarely,4 - Regularly,1 - Never,,,2 - on the second or more,handler walked towards dog and he then went to the handler,,2 - Somewhat distracted (3-4),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,4 - Excellent (1 attempts),,,3 - Good (2 attempts),,,1 - Poor (5+ attempts),3 - reasonably settled,,"handler stayed crouched down with dog, ",,1 - Refuse,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,,,,3,3,4,4,4,3,4,5,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,4 - Very interested,"sat, went to nudge kong ",,Righ,"4 - Interacts with kong continuously, but intensely",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,dog was on a loose lead,,"5 - Very Interested, moves towards dog immediately",2 - on the second command or more,,"didn't notice dog immediately as had gone off to have a sniff, once he notice he was gone after the dog",,1 - without any encouragement,4 - Mostly,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"1 - avoids, moves away;",,2 - explorative,,,2 - Rarely,4 - Mostly,2 - Rarely,1 - Never,1 - Never,No,,,3 - calm approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/30/2020 10:39:02,08-01-LH,2,2019-10-30,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),2 - rare,2 - mild tension,"3 - Dogs walk occasionally behind the handler, needs encouragement",,,2 - Not great (3-4 attempts),,,4 - Excellent (1 attempt),handler asks dog twice very quickly together,,1 - Poor (5+ attempts),3 - reasonably settled,,,,1 - Refuse,3 - Cooperative,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,tea towel not folded over,,6,5,4,5,3,4,3,3,2 - rare (1-2),3 - moderate tension,5 - approaches the person,,,,4 - Very interested,sits,,Left,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,"2 - Reluctant, but let it go",,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,,,1 - without any encouragement,4 - Mostly,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,1- Settled,No,,,,1 - slightly playful,1 - Never,"1 - avoids, moves away;",,0 - anxious,,,5 - Constantly,1 - Never,1 - Never,1 - Never,1 - Never,No,,,0 - runs away,"calmly responds when handler returns, but wouldn't go to handler",,,4 - minor reaction,,,,,,,,,,,,,
4/30/2020 11:51:30,09-01-LI,1,2019-10-02,Allyce,,,1 - Never,5 - Constantly,1 - Never,Whining - inaudible. Not sure if from this dog or from dog in crate (think the dog in crate). Frantic tail wagging.,,3 - did not respond accordingly;,Was about to come back on first response but then continued exploring and didnt want to go back to the handler.,,3 - Mostly distracted (5+),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",Very scent distracted.,,2 - Not great (3-4 attempts),Body shaking and edging forward. Seems quite activated - tail shaking. Panting and distracted. ,,1 - Poor (5+ attempts),Sat before she stood. Still very scent distracted and unsettled.,,1 - Poor (5+ attempts),1 - very unsettled,,Fell off platform - did not count this as a failed attempt.,,4 - Willing,2 - Reluctant,No,No,,Needed help jumping up but I dont think this was due to any unwillingness. During check low tail carriage - even tucking slightly at times and a drop in rear posture at times too. ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,Did look once on first attempt but wasnt too bothered about it. ,,6,4,3,2,3,3,2,3,3 - sometimes (3-5),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,Excited and activated - regularly lift hind quarters off the floor and changing position. No terrible inappropriate behaviour shown and no jumping up. Didnt notice kong until shown by the handler as she was very distracted by the assessor that had passed with the teddy and/or food etc. ,,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"5 - Very Interested, moves towards dog immediately",1 - on the first command,,,,1 - without any encouragement,1 - Never,3 - Occasionally,2 - Rarely,1 - Never,1 - Never,1 - Never,NA,NA,2 - Slow self-modulation,2 - Mildly stressed,No,,"Difficult to tell with whining if it is coming from the dog in the crate, this dog or both dogs and as such difficult to ascertain whether the dog is attention seeking or not..",,1 - slightly playful,2 - Sometimes,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,Reaction to petting ranged from a slight wagging of the tail to indifference as she did spend alot of time exploring and not wanting to go to the handler. ,,3 - Occasionally,4 - Mostly,2 - Rarely,NA/Inaudible,1 - Never,No,,Goes onto 2nd video. Difficult to know which dog whining was coming from. ,1 - Indifferent,More interested in assessor with bucket. ,,,4 - minor reaction,,,,,,,,,,,,,
4/30/2020 12:10:11,09-01-LI,2,2019-11-20,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,High scent distraction. Body shaking.,,2 - on the second or more,,,3 - Mostly distracted (5+),2 - rare,2 - mild tension,2 - Dog walks beside /at heel with the handler,,,2 - Not great (3-4 attempts),Quite distracted and unsettled.,,1 - Poor (5+ attempts),"Still quite distracted by environment - shifting position, and moving around and wanted to lie down at one point too",,1 - Poor (5+ attempts),1 - very unsettled,,Very distracted by environment - quite activated and not wanting to listen to handler input even with loads of support. ,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Seems more inquisitive on first attempt but then loses interest and becomes indifferent thereafter.,,4,4,2,3,3,3,2,3,3 - sometimes (3-5),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","6 - is very friendly, licks the person’s hands and wags its tail",,,,4 - Very interested,briefly lifts hind quarters but good modulation,,Left,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"7 - Extremely excited, run after dog instantly and playing around a lot",2 - on the second command or more,,,,1 - without any encouragement,1 - Never,2 - Rarely,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,1- Good self-modulation,3 - Moderately stressed,No,,Though she only exhibits a little bit of digging and sniffing (and pacing) from her body language I would say she isnt settle and is a little stressed.,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,1 - indifferent,,,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,No,,,1 - Indifferent,,,,3 - Indifferent,,More interested in the assessor as she was from the start of the test when he put the platform in for the stand. I dont think she was much phased by the bucket if at all,,,,,,,,,,,
4/30/2020 13:01:25,09-02-LJ,1,2019-10-02,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,3 - Mostly distracted (5+),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,Loads of air-scenting.,,1 - Poor (5+ attempts),sat when asked to stand - handler continued testing the sit. Came back to stand where he kept sitting.,,2 - Not great (3-4 attempts),sat when asked to stand - handler continued to test the sit. Lies down a few times without being asked - eventually handler leaves him to lay down. ,,4 - Excellent (1 attempt),3 - reasonably settled,,lay down during his sit.,,4 - Willing,1 - Escaping/Not willing,No,Yes,,Did better with second attempt but still stressed about it.,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,3,3,3,5,3,3,2,3,4 - frequent (6-8),4 - strong tension,"6 - is very friendly, licks the person’s hands and wags its tail",,,,"5 - Overly interested, dog jumps at handler",Doesnt jump up but barks and whines.,,None,"3 - Interacts with kong continuously, but calmly",3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,,,1 - without any encouragement,2 - Rarely,3 - Occasionally,NA,1 - Never,1 - Never,1 - Never,NA,1 - Never,1- Good self-modulation,2 - Mildly stressed,No,,Not certain where whining is coming from. But dog is yawning indicating atleast mild stress,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,2 - explorative,Sometimes indifferent,,5 - Constantly,1 - Never,1 - Never,5 - Constantly,3 - Occasionally,No,,Certain that he is whining and barking here,3 - calm approach,Slightly indifferent at times. Second video starts here,,,3 - Indifferent,,,,,,,,,,,,,
4/30/2020 13:24:14,09-03-LJ,1,2019-10-02,Allyce,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),1 - not observed,"1 - no tension, lead relaxed",2 - Dog walks beside /at heel with the handler,,,1 - Poor (5+ attempts),,,1 - Poor (5+ attempts),Kept lying down during the sit. Handler struggled to keep dog in a sit.,,3 - Good (2 attempts),3 - reasonably settled,,Lay down without being asked to.,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,,,,1,3,4,1,3,2,2,1,1 - not observed (0),"1 - no tension, lead relaxed","6 - is very friendly, licks the person’s hands and wags its tail",,,,2 - Mostly interested,"At first seems partially interested but does turn attention away every now and then. Quickly loses interest, walks away/explores. Handler calls back and the dog gets more interested - higher activation and barking from excitement. ",,Righ,"3 - Interacts with kong continuously, but calmly",2 - Moves slightly away from handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,Uses right paw at beginning but not for long. ,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,More explorative than interested,,1 - without any encouragement,1 - Never,2 - Rarely,5 - Constantly,1 - Never,2 - Rarely,4 - Mostly,3 - Occasionally,4 - Mostly,3 - Poor self-modulation,4 - Extremely stressed,No,,,,1 - slightly playful,1 - Never,"5 - extremely excited, jumping up, licking, mouthing",,3 - calmly interacts with the handler,,,5 - Constantly,1 - Never,3 - Occasionally,1 - Never,5 - Constantly,No,,"Jumps out, over the gate.",3 - calm approach,,,,3 - Indifferent,,slightly inquisitive at the bucket but no startle or real reaction,,,,,,,,,,,
4/30/2020 15:43:26,08-03-LH,1,2019-09-23,Susan Turtle,,,2 - Rarely,5 - Constantly,1 - Never,,,1 - on the first command,,,2 - Somewhat distracted (3-4),4 - regularly,2 - mild tension,"3 - Dogs walk occasionally behind the handler, needs encouragement",,,2 - Not great (3-4 attempts),,,3 - Good (2 attempts),handler sat on chair,,4 - Excellent (1 attempt),3 - reasonably settled,,handler sat on chair,,2 - Hesitant,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,4,4,3,5,4,4,4,4,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","6 - is very friendly, licks the person’s hands and wags its tail",,,,2 - Mostly interested,sits calmly,,NA,2 - Interacts with kong but loses interest,3 - Takes kong and moves away from handler,1 - Not bothered to let it go,,NA,can't see if dog uses paws as dog has their back to us. Dog initially stays near handler and then walks with kong. Handler walks dog back while dog has kong in the mouth,,"6 - Very excited, runs after dog instantly",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,2 - Rarely,2 - Rarely,2 - Rarely,1 - Never,1 - Never,1 - Never,1 - Never,2 - Rarely,3 - Poor self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"4 - very excited, moving around;",,4 - mild attention seeking,,,5 - Constantly,1 - Never,2 - Rarely,2 - Rarely,1 - Never,No,,,4 - activated approach,,,,4 - minor reaction,,,,,,,,,,,,,
4/30/2020 16:10:18,08-11-LJ,1,2019-09-23,Susan Turtle,,,1 - Never,5 - Constantly,1 - Never,,,2 - on the second or more,,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,2 - Not great (3-4 attempts),last stand dog went into a sit and then was advised to do a sit,,3 - Good (2 attempts),,,3 - Good (2 attempts),3 - reasonably settled,,,,2 - Hesitant,3 - Cooperative,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,had used a treat for dog coming to handler,,4,5,5,6,3,4,4,6,4 - frequent (6-8),"5 - extreme tension, back legs are stretched and one or more front paws raised off the floor","7 - gets overly excited, jumps, mouth person",,,,2 - Mostly interested,sat,,None,2 - Interacts with kong but loses interest,1 - Stays close to handler,NA,,2 - Calmly follows the handler,,,"3 - Mildly interested in other dog, does not move",0 - does not leave trainer's side/comes back without being called,,,,1 - without any encouragement,1 - Never,2 - Rarely,4 - Mostly,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,4 - Mostly,3 - Poor self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,5 - Constantly,1 - Never,2 - Rarely,2 - Rarely,4 - Mostly,No,,,1 - Indifferent,dog walks away from handler,,,4 - minor reaction,,,,,,,,,,,,,
4/30/2020 17:04:00,08-04-LH,1,2019-10-30,Susan Turtle,,,3 - Occasionally,3 - Occasionally,2 - Rarely,,,NA,dog beside handler,,1 - Hardly distracted (1-2),1 - not observed,"1 - no tension, lead relaxed","3 - Dogs walk occasionally behind the handler, needs encouragement",,,3 - Good (2 attempts),,,2 - Not great (3-4 attempts),,,2 - Not great (3-4 attempts),3 - reasonably settled,,,,4 - Willing,3 - Cooperative,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,5,4,3,3,5,3 - sometimes (3-5),3 - moderate tension,"4 - positively looks at person, does not engage with them",,,,"5 - Overly interested, dog jumps at handler",jumps at handler twice,,None,"3 - Interacts with kong continuously, but calmly",1 - Stays close to handler,1 - Not bothered to let it go,,2 - Calmly follows the handler,dog on lead,,"4 - Moderately interested in other  dog, moves towards dog after sometime",1 - on the first command,,,,1 - without any encouragement,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,1 - Never,2 - Slow self-modulation,2 - Mildly stressed,No,,,,1 - slightly playful,1 - Never,"3 - slightly excited, tail wagging",,3 - calmly interacts with the handler,,,3 - Occasionally,3 - Occasionally,1 - Never,1 - Never,1 - Never,No,,,0 - runs away,,,,4 - minor reaction,,,,,,,,,,,,,
